Sample Name,Sample Number,Length,Tt.Ar,Ma.Ar,Ct.Mask,Ct.Ar_Tt.Ar,Ct.Ar,Ps.Pm,Ec.Pm,Po.Ar,Ct.Po,Ct.Th,J,Imax,Imin,Zmax,Zmin,Dmax,Dmin,App.D,Tiss.D,exp_name,gene_symbol,Le,Apparent Density,Tissue Density,Unnamed: 1
BZW2_E01_M_total mean,,14.48,2.12491875,1.31948625,0.8054325,37.73955935,0.801325,5.071875,4.068364597,0.41075,0.00513125,0.1649,0.46588375,0.3033075,0.1625775,0.2931625,0.23117,2.062941845,1.399911737,1115.711638,1186.8949,Bzw2_E01_CF.xlsx,Bzw2,,,,
C1qa_E01_M_total mean,,14.83,1.79479375,1.03467875,0.760115,42.20580877,0.75816125,4.646625,3.601092651,0.00195375,0.25775,0.1725,0.36919625,0.24626375,0.12293125,0.252905,0.19345625,1.932480057,1.25860722,1166.065013,1230.99895,C1qa_E01_CF.xlsx,C1qa,,,,
C1qb_E01_M_total mean,,,2.00522875,1.16606625,0.8391625,41.72479134,0.83689,4.98225,3.826789947,0.0022725,0.269125,0.179275,0.45451875,0.30568375,0.14883625,0.29365125,0.222005,2.07854058,1.337572813,1150.353525,1207.283788,C1qb_E01_CF.xlsx,C1qb,14.92,,,
C1QTNF5_E01_M_total mean,,14.6125,1.83376375,1.09871375,0.73505,39.88807138,0.73147875,4.85675,3.71506679,0.00357125,0.482625,0.1603,0.36903625,0.25111875,0.11792125,0.2528675,0.18892875,1.983908266,1.247217605,1106.7735,1173.987213,C1qtnf5_E01_CF.xlsx,C1qtnf5,,,,
Car12_E01_M_total mean,,,1.63797875,0.96252875,0.67545,41.13354291,0.67377375,4.3365,3.476783098,0.00167625,0.247625,0.1575125,0.297865,0.1973075,0.100555,0.21627375,0.16631875,1.823156354,1.209929305,1150.257825,1216.174813,Car12_E01_CF.xlsx,Car12,14.504,,,
Carf_E01_M_total mean,,,1.8008175,1.05175375,0.74906375,41.44158903,0.746965,4.671,3.633912854,0.00209875,0.279,0.1674875,0.363185,0.241035,0.12214875,0.24744875,0.192925,1.945138904,1.26034157,1147.560938,1209.937163,Carf_E01_CF.xlsx,Carf,14.758,,,
Cbln3_E01_M_total mean,,14.7,1.817935,1.0801725,0.7377625,40.36291459,0.73401625,4.861625,3.683635017,0.00374625,0.52175,0.16375,0.3693,0.253845,0.11545375,0.24888125,0.18743625,2.033948021,1.23166576,1099.485825,1164.580088,Cbln3_E01_CF.xlsx,Cbln3,,,,
CCDC120_E01_M_total mean,,14.98571429,2.04637,1.21419625,0.83217375,40.53848553,0.8287825,5.13225,3.903473034,0.00339125,0.40725,0.1757,0.46301625,0.3127425,0.15027625,0.29674125,0.22390625,2.101948891,1.338417055,1107.285988,1168.393313,CCdc120_E01_CF.xlsx,Ccdc120,,,,
Cd33_E01_M_total mean,,14.3925,1.719245,1.085595,0.63365,36.64153321,0.63196125,4.47175,3.690311376,0.00168875,0.263625,0.1423125,0.30458375,0.2011425,0.10344375,0.2123075,0.1647725,1.878574177,1.246606708,1126.711275,1189.744575,Cd33_E01_CF.xlsx,Cd33,,,,
CD84_E01_M_total mean,,14.3475,1.53655375,0.88559875,0.650955,42.27902838,0.64916125,4.11625,3.334714305,0.00179375,0.276125,0.1585875,0.26670375,0.175945,0.09076,0.1985825,0.15363625,1.770981122,1.180111247,1151.353975,1219.141375,Cd84_E01_CF.xlsx,Cd84,,,,
Cdk15_E01_M_total mean,,14.86142857,1.781201429,1.022301429,0.7589,42.35468484,0.756614286,4.722714286,3.579783691,0.002285714,0.296285714,0.172242857,0.371257143,0.252367143,0.118891429,0.253332857,0.189898571,1.971813832,1.238554475,1153.686714,1216.701786,Cdk15_E01_CF.xlsx,Cdk15,,,,
Ceacam16_E01_M_total mean,,,1.633081667,1.000671667,0.63241,38.58565525,0.630768333,4.330833333,3.544969635,0.001641667,0.257833333,0.1474,0.282455,0.185506667,0.096946667,0.200776667,0.157826667,1.841778586,1.225898868,1152.447217,1226.683967,Ceacam16_E01_CF.xlsx,Ceacam16,14.41333333,,,
Cers5_E01_M_total mean,,14.135,1.77618625,1.10958125,0.666605,37.3964656,0.6649275,4.423875,3.732332155,0.0016775,0.249125,0.1464375,0.32535625,0.21294125,0.11241375,0.2229875,0.176095,1.905008753,1.270415441,,,Cers5_E01_CF.xlsx,Cers5,,1134.572413,1202.011863,
Ces4a_E01_M_total mean,,,1.72429,1.022808,0.701482,40.46793337,0.698852,4.5308,3.581791661,0.00263,0.3576,0.16008,0.32577,0.211786,0.113988,0.228948,0.180078,1.83671447,1.256706203,1144.05848,1211.3448,Ces4a_E01_CF.xlsx,Ces4a,11.6928,,,
Cfb_E01_M_total mean,,,1.70506375,1.00018125,0.7048825,41.12515092,0.7027675,4.539875,3.542281961,0.002115,0.297875,0.1648875,0.324695,0.21252125,0.112175,0.23155125,0.177775,1.822997756,1.252737015,1160.488563,1229.163363,Cfb_E01_CF.xlsx,Cfb,14.774,,,
Chek2_E01_M_total mean,,14.61375,1.69693,1.0059675,0.6909625,40.62490312,0.68898125,4.474375,3.549986813,0.00198125,0.28375,0.1606,0.3207325,0.2141525,0.10658125,0.22737625,0.17094,1.862782026,1.240414667,1156.617238,1225.1093,Chek2_E01_CF.xlsx,Chek2,,,,
CITED4_E01_M_total mean,,14.5825,1.70561375,1.00028625,0.7053275,41.10662457,0.7015625,4.435,3.544092835,0.003765,0.53075,0.1624125,0.3223,0.2144775,0.10782125,0.227115,0.17484375,1.882795471,1.230802172,1119.637763,1196.102275,Cited4_E01_CF.xlsx,Cited4,,,,
Cldn13_E01_E01_M_total mean,,,1.91118625,1.12455125,0.786635,40.98467783,0.78438125,4.8905,3.756425033,0.00225375,0.281625,0.170475,0.40962625,0.27405875,0.13556875,0.27129625,0.20739375,2.00943232,1.29872179,1164.011888,1227.980188,Cldn13_E01_CF.xlsx,Cldn13,14.918,,,
CML2_E01_M_total mean,,14.58888889,1.708934444,0.990512222,0.718422222,41.92861651,0.715784444,4.634444444,3.523566912,0.002637778,0.366111111,0.164933333,0.33338,0.22646,0.106922222,0.233178889,0.174824444,1.926300889,1.218974043,1111.515222,1177.105567,Cml2_E01_CF.xlsx,Cml2,,,,
COL18A1_E01_M_total mean,,14.53875,1.6927175,1.0125925,0.680125,40.16582445,0.67849625,4.4235,3.559498403,0.00162875,0.0023825,0.1557375,0.31448375,0.2056475,0.10883375,0.2192125,0.17296375,1.857905741,1.247172117,1163.133238,1234.322225,Col18a1_E01_CF.xlsx,Col18a1,,,,
Cpb1_E01_M_total mean,,,1.74337875,1.01364,0.72973875,41.7586199,0.7274875,4.627,3.564150275,0.00225125,0.308625,0.166675,0.34676,0.2331025,0.11365875,0.2384625,0.1804325,1.945496035,1.248232051,1162.828788,1229.11115,Cpb1_E01_CF.xlsx,Cpb1,14.838,,,
CP_E01_M_total mean,,14.58375,1.6428775,1.0103275,0.63255,38.49066591,0.6312025,4.41875,3.560376672,0.0013475,0.211875,0.1479625,0.28744375,0.19265625,0.09478375,0.20893,0.15752,1.842936323,1.201363406,1134.333538,1196.16945,Cp_E01_CF.xlsx,Cp,,,,
Crygs_E01_M_total mean,,,1.90637875,1.12440125,0.7819775,40.86798215,0.77964375,4.8795,3.758312242,0.00233375,0.299,0.171325,0.40623625,0.27464875,0.13159,0.2704375,0.20409625,2.027168953,1.286406986,1144.90755,1205.343763,Crygs_E01_CF.xlsx,Crygs,14.948,,,
CRYM_E01_M_total mean,,14.485,1.7855775,1.07505125,0.71052625,39.53447864,0.70689875,4.5675,3.675036893,0.0036275,0.50475,0.1575,0.34639875,0.23472125,0.111675,0.24202125,0.1800425,1.933533552,1.240326818,1114.981988,1191.238013,Crym_E01_CF.xlsx,Crym,,,,
Cyb5d2_E01_M_total mean,,,1.98771,1.20105625,0.78665375,39.58852401,0.78359375,5.023125,3.878002535,0.00306,0.38575,0.1680125,0.43038,0.29107125,0.13930875,0.2814975,0.2080875,2.062019962,1.331691633,1146.543125,1209.1368,Cyb5d2_E01_CF.xlsx,Cyb5d2,14.896,,,
Cyp2c44_E01_M_total mean,,,1.88463,1.071307143,0.813322857,42.97457795,0.810901429,4.867,3.668040125,0.002421429,0.293857143,0.179471429,0.413411429,0.280414286,0.132997143,0.283465714,0.208542857,1.970965077,1.272930033,1157.206329,1217.2784,Cyp2c44_E01_CF.xlsx,Cyp2c44,15.00342857,,,
Dennd2d_E01_M_total mean,,,1.7715375,1.06616875,0.70536875,39.68634575,0.703525,4.578875,3.658801669,0.00184375,0.25975,0.158525,0.34048875,0.2259925,0.1144925,0.23386375,0.18351875,1.924409883,1.244859877,1146.50825,1212.042475,Dennd2d_E01_CF.xlsx,Dennd2d,14.738,,,
DIXDC1_E01_M_total mean,,14.95,1.9906975,1.20747875,0.78321875,39.17372908,0.77896,5.111875,3.888326369,0.00425875,0.527375,0.1674,0.43305875,0.29346875,0.13958875,0.2864075,0.20897125,2.036222234,1.320905366,1124.059063,1194.182638,Dixdc1_E01_CF.xlsx,Dixdc1,,,,
Dnaja4_E01_M_total mean,,,1.9538225,1.16812875,0.78569375,40.09139535,0.78354,4.94575,3.829772737,0.00215375,0.27225,0.1673,0.4186375,0.27958875,0.1390475,0.27676625,0.21231625,2.017006176,1.304999859,1150.223038,1210.850638,Dnaja4_E01_CF.xlsx,Dnaja4,14.904,,,
DNAJB3_E01_M_total mean,,14.67714286,1.69702,1.030251429,0.666768571,39.10486193,0.663518571,4.510428571,3.597253749,0.00325,0.488428571,0.151685714,0.306535714,0.203935714,0.102601429,0.217061429,0.167744286,1.876462944,1.222431081,1122.327986,1204.156857,Dnajb3_E01_CF.xlsx,Dnajb3,,,,
Dnajb7_E01_M_total mean,,,1.71034,1.06427,0.64607,37.68651595,0.6440225,4.634,3.655941132,0.0020475,0.31475,0.146775,0.30906,0.2100275,0.0990325,0.222125,0.1611425,1.888674217,1.229294392,1149.396525,1221.51635,Dnajb7_E01_CF.xlsx,Dnajb7,14.752,,,
DNAJC14_E01_M_total mean,,14.78,1.900955,1.14889125,0.75206375,39.45898939,0.74980375,4.87425,3.795410796,0.00226,0.299625,0.162625,0.39211375,0.26,0.13211375,0.2592525,0.19888125,1.995064434,1.319313254,1164.316375,1232.947663,Dnajc14_E01_CF.xlsx,Dnajc14,,,,
Dnajc28_E01_M_total mean,,,1.724241429,1.087447143,0.636794286,37.00442288,0.635251429,4.552857143,3.688187953,0.001542857,0.244857143,0.145128571,0.316518571,0.21109,0.105425714,0.222275714,0.169721429,1.883554706,1.236303644,1142.093857,1213.400871,Dnajc28_E01_CF.xlsx,Dnajc28,14.69257143,,,
Dnajc30_E01_M_total mean,,,1.65031375,0.98983,0.66048375,39.9806435,0.65881625,4.42325,3.523855791,0.0016675,0.252125,0.154275,0.29415,0.19223375,0.101915,0.21028625,0.164765,1.822001482,1.237227879,1146.934575,1214.71325,Dnajc30_E01_CF.xlsx,Dnajc30,14.674,,,
DNAJC5G_E01_M_total mean,,14.5325,1.78498125,1.06671,0.71827125,40.09100727,0.71552875,4.750875,3.660630495,0.0027425,0.38075,0.159575,0.34611,0.22997125,0.11613625,0.24045125,0.18699625,1.912331744,1.241704544,1126.2914,1196.762438,Dnajc5g_E01_CF.xlsx,Dnajc5g,,,,
Dntt_E01_M_total mean,,,1.91045875,1.138865,0.77159375,40.25671323,0.7694425,4.895875,3.777472174,0.00215125,0.280875,0.1663625,0.40450125,0.2707025,0.13379875,0.268215,0.20622,2.003186764,1.282685231,1144.59435,1206.735725,Dntt_E01_CF.xlsx,Dntt,14.958,,,
Efna4_E01_M_total mean,,,1.61668875,0.9411775,0.67551125,41.60036617,0.6738025,4.367,3.438543418,0.00170875,0.25225,0.1590125,0.296215,0.19941,0.09680625,0.218325,0.163705,1.820716845,1.179714423,1141.9758,1206.118038,Efna4_E01_CF.xlsx,Efna4,14.638,,,
Eif1b_01_M_total mean,,,1.7394,1.0690825,0.6703175,38.41502373,0.669,4.53975,3.664343195,0.0013175,0.197,0.151575,0.31774,0.2066725,0.11107,0.2166925,0.1741325,1.898368649,1.272941878,1150.3013,1217.6711,Eif1b_E01_CF.xlsx,Eif1b,14.512,,,
Elk1_E01_M_total mean,,,2.12096125,1.26655,0.85441125,40.15673357,0.85080125,5.31575,3.986246452,0.00361,0.422625,0.1776875,0.4929925,0.32598875,0.167005,0.3122975,0.23646375,2.082274484,1.407153575,1163.3681,1226.77095,Elk1_E01_CF.xlsx,Elk1,15.068,,,
Epb4.1L4a_E01_M_total mean,,14.45142857,1.678915714,1.01189,0.667025714,39.56676265,0.66538,4.438285714,3.562735871,0.001645714,0.243,0.153785714,0.3091,0.205648571,0.103451429,0.216645714,0.167338571,1.879869132,1.230743029,1160.237214,1225.473814,Epb4_1l4a_E01_CF.xlsx,Epb41l4a,,,,
Epgn_E01_M_total mean,,,1.774385,1.0368075,0.7375775,41.40638747,0.735395,4.651375,3.607393408,0.0021825,0.293625,0.16505,0.35994875,0.246815,0.113135,0.2518175,0.18415625,1.950469404,1.225044265,1150.475325,1215.296163,Epgn_E01_CF.xlsx,Epgn,14.746,,,
Epha10_E01_E01_M_total mean,,,1.7019125,0.98995375,0.71195875,41.70881006,0.709655,4.42675,3.522537149,0.00230375,0.319375,0.1645,0.326275,0.214565,0.11171,0.22795375,0.17777375,1.866278043,1.249061586,1154.851238,1220.098363,Epha10_E01_CF.xlsx,Epha10,14.588,,,
Ermp1_E01_M_total mean,,,1.596882857,0.956147143,0.640735714,40.05225139,0.639282857,4.323857143,3.465183011,0.001452857,0.226714286,0.1533,0.274482857,0.177121429,0.097358571,0.19936,0.158984286,1.775208641,1.224031302,1158.270157,1230.0743,Ermp1_E01_CF.xlsx,Ermp1,12.544,,,
Espnl_E01_M_total mean,,,1.67515625,1.00337375,0.6717825,39.84780702,0.66972125,4.440125,3.548814045,0.00206125,0.30175,0.1551375,0.30605375,0.20199875,0.104055,0.2159275,0.16699625,1.85763424,1.235645041,1149.979438,1219.219663,Espnl_E01_CF.xlsx,Espnl,14.62,,,
Fam161a_E01_M_total mean,,,1.733301667,1.02475,0.708551667,40.80108439,0.706773333,4.518666667,3.57854608,0.001778333,0.248333333,0.162333333,0.336356667,0.221393333,0.114963333,0.2287,0.180258333,1.898479274,1.258050585,1158.235383,1226.32435,Fam161a_E01_CF.xlsx,Fam161a,12.19733333,,,
Fam186b_E01_M_total mean,,,2.0599975,1.27487625,0.78512125,38.05845211,0.78294625,5.18275,3.995285449,0.002175,0.277,0.162475,0.4532925,0.3045975,0.14869625,0.28513,0.21899875,2.114955101,1.347647839,1147.578325,1210.981125,Fam186b_E01_CF.xlsx,Fam186b,14.89,,,
Fam217b_E01_M_total mean,,,1.76115875,1.0808475,0.68031125,38.50704078,0.6784375,4.67825,3.684431147,0.00187375,0.275375,0.1544625,0.32797375,0.21756875,0.11040625,0.22545875,0.17511875,1.924852278,1.259668551,1139.270188,1206.022338,Fam217b_E01_CF.xlsx,Fam217b,14.868,,,
Far2_E01_M_total mean,,14.31875,1.68151875,1.03580125,0.6457175,38.25858672,0.64413875,4.36275,3.606398772,0.00157875,0.242875,0.1501375,0.295715,0.19105125,0.10466625,0.20693375,0.1641525,1.837368972,1.272159153,,,Far2_E01_CF.xlsx,Far2,,1151.014688,1223.125838,
Ffar2_E01_M_total mean,,,1.776065,1.0313,0.744765,41.86285573,0.742415,4.62325,3.595309319,0.00235,0.31275,0.1673875,0.36314625,0.24974375,0.1134025,0.25265875,0.184905,1.967831151,1.221927381,1146.6127,1208.32775,Ffar2_E01_CF.xlsx,Ffar2,14.578,,,
Fndc4_E01_M_total mean,,,1.714725,1.036535,0.67819,39.44124735,0.67666,4.5895,3.608534373,0.00153,0.225333333,0.1543,0.318808333,0.213811667,0.104996667,0.226048333,0.171648333,1.889278701,1.221365385,1154.047967,1223.111317,Fndc4_E01_CF.xlsx,Fndc4,14.77333333,,,
Folh1_E01_M_total mean,,,1.850506,1.120624,0.729882,39.29161031,0.727772,4.793,3.749829703,0.00211,0.2862,0.15982,0.374914,0.25444,0.120474,0.250682,0.190604,2.015136961,1.25654131,1145.75662,1210.78802,Folh1_E01_CF.xlsx,Folh1,14.7648,,,
Foxred2_E01_M_total mean,,,1.903527143,1.145098571,0.758428571,39.82397029,0.756522857,4.802,3.784277819,0.001905714,0.248285714,0.165557143,0.397151429,0.263971429,0.13318,0.26359,0.199582857,1.980264571,1.318557004,1145.414614,1206.490886,Foxred2_E01_CF.xlsx,Foxred2,14.74514286,,,
GHSR_E01_M_total mean,,14.30857143,1.556811429,0.937395714,0.619415714,39.68198844,0.617945714,4.152142857,3.430054972,0.00147,0.235,0.148528571,0.26131,0.170051429,0.09126,0.190724286,0.15154,1.771869426,1.203137368,1171.115743,1249.1538,Ghsr_E01_CF.xlsx,Ghsr,,,,
Gimap8_E01_M_total mean,,,1.78115125,1.04188625,0.739265,41.38104492,0.73722875,4.662875,3.617594416,0.00203625,0.276,0.168125,0.35975875,0.246515,0.113245,0.25023375,0.1849525,1.966969455,1.223018244,1151.101688,1213.486588,Gimap8_E01_CF.xlsx,Gimap8,14.818,,,
GIPC3_E01_M_total mean,,14.59875,1.6127,0.94167625,0.67102375,41.42715011,0.66912625,4.354125,3.437607211,0.0018975,0.27775,0.1579875,0.2928925,0.1945775,0.09831375,0.21452875,0.16136,1.802832048,1.212239201,1160.984425,1231.990713,Gipc3_E01_CF.xlsx,Gipc3,,,,
Gjd4_E01_M_total mean,,,1.77031125,1.05939625,0.710915,40.31940754,0.70899875,4.65825,3.63472405,0.00191625,0.2685,0.1600375,0.3485625,0.235295,0.1132675,0.23992,0.179875,1.938041983,1.240208837,1155.242688,1220.646425,Gjd4_E01_CF.xlsx,Gjd4,14.794,,,
GLYCAM1_E01_M_total mean,,14.7125,1.7180125,1.0285,0.6895125,40.01520356,0.6873325,4.664,3.593765731,0.00218,0.3145,0.155,0.32101125,0.21363375,0.107375,0.22357875,0.17435875,1.90626571,1.230498967,1120.949425,1189.622375,Glycam1_E01_CF.xlsx,Glycam1,,,,
Gm94_E01_M_total mean,,,1.896586667,1.128411667,0.768175,40.42238486,0.76623,4.843833333,3.7635729,0.001945,0.250666667,0.168616667,0.395645,0.262585,0.13306,0.264126667,0.203681667,1.98219,1.304290314,1152.9228,1215.293217,Gm94_E01_CF.xlsx,Gm94,14.89066667,,,
GPNMB_E01_M_total mean,,14.55571429,1.683888571,0.985237143,0.698651429,41.28759788,0.695532857,4.447,3.515286119,0.003118571,0.439285714,0.161457143,0.316835714,0.210088571,0.106745714,0.2253,0.172788571,1.852145003,1.230394316,1123.171814,1196.6123,Gpnmb_E01_CF.xlsx,Gpnmb,,,,
Gpr142_E01_M_total mean,,,1.869187143,1.133411429,0.735775714,39.09291131,0.733554286,4.845857143,3.772214241,0.002221429,0.298714286,0.1605,0.377405714,0.251815714,0.12559,0.255825714,0.19473,1.963981926,1.277443997,1146.548043,1212.2078,Gpr142_E01_CF.xlsx,Gpr142,14.96914286,,,
Gpr183_E01_M_total mean,,,1.68167125,1.03932125,0.64235,38.07445058,0.64034,4.44,3.612241695,0.00201,0.312125,0.1464,0.29934375,0.2016125,0.0977325,0.2133775,0.16121375,1.882257144,1.210782004,1137.147525,1205.909275,Gpr183_E01_CF.xlsx,Gpr183,14.464,,,
Gpr19_E01_M_total mean,,,1.78490875,1.07520875,0.7097,39.65232725,0.70761,4.661125,3.673193047,0.00209,0.29375,0.1584,0.34764875,0.23422625,0.113425,0.24051625,0.18246375,1.938346237,1.240301429,1147.117238,1214.278288,Gpr19_E01_CF.xlsx,Gpr19,14.718,,,
