AC_BR_Intensity,AC_BR_RedBeads,AC_Intensity,AC_RedBeads,AP_BS,AP_G_BS,AP_G_G,AP_Intensity,AP_L_AP,AP_L_BS,AP_NL_AP,AP_NL_BS,AP_RG_BS,AP_RG_RG,AP_R_BS,AP_R_R,AP_R_RG_BS,AP_R_RG_R,AP_TRAP_BS,AP_TRAP_R_RG_BS,BFR,BV_TV,Calcein_GreenBeads,Calcein_Intensity,Cortex_Width,GFP_BS,GFP_R_BS,GFPonly_BS,G_BS,G_LS,Gonly_BS,GreenBeads_Intensity,Height_Width,LS_BS,MAR,MS_BS,Osteocytes_Density,R_BS,R_G,R_LS,RedBeads_Intensity,Ronly_BS,TRAP_BS,TRAP_Intensity,TRAP_L_BS,TRAP_L_TRAP_on,TRAP_NL_BS,TRAP_NL_TRAP_on,TRAP_on_TRAP,Tb.N,Tb.Sp,Tb.Th,dLS_BS,dLS_LS,dLS_sLS,exp_name,gene_symbol,sLS_BS,sLS_LS,AP_Background_Intensity,TRAP_Background_Intensity,Osteocytes_N,Bone #,Bone type
33.54166667,0.138738279,65.77083333,0.27207355,68.28845152,10.81321134,35.57254917,83.5,61.68998772,41.80758778,38.31001228,26.03563305,12.1362536,85.14518257,18.70429849,50.61311282,30.90716167,81.82132088,18.58801473,7.094418448,0.494909729,11.89513911,0.47022627,109.9375,436.3534744,,,,28.58570534,55.87512924,14.09074605,234.3958333,1.267568097,52.29291806,1.476644954,33.60484065,862.6295383,37.22271284,131.7885105,72.57786948,241.5416667,22.76845467,24.58980949,196.6666667,12.78564911,53.16124619,11.25771792,46.83875381,81.39868267,2.496512615,360.6383665,46.85341832,14.91676325,28.45299872,39.90633792,Acsf2_E01F.xls,Acsf2,37.3761548,71.54700128,,,,,
37.73809524,0.150994656,74.64285714,0.298713101,23.67597546,5.090501137,15.57815943,93.08333333,65.81202677,17.72905509,34.18797323,9.889082171,4.965077371,43.9399116,7.356625271,23.68003319,12.60040055,41.78822697,3.328972219,1.555307448,0.563722838,12.07768815,0.511069974,118.4791667,523.9462185,,,,31.32483356,63.74471418,22.05885591,233.375,1.355007291,50.26900488,1.812159476,31.30019169,651.0826181,31.04531583,98.20938129,60.76468901,250.0833333,18.01776491,10.75539863,136.3958333,6.163514516,55.62662524,4.93985306,44.37337476,91.04500872,2.291192117,395.5203048,53.32086257,12.3313785,24.50940319,33.21497706,Adck2_E01F_v2.xls,Adck2,37.93762638,75.49059681,31.61170796,20.42012996,,,
31.33333333,0.124987716,61,0.243340305,46.09181826,8.844925707,37.33928532,80.08333333,46.60565717,21.20532555,53.39434283,24.30461665,3.668270935,67.63129694,8.464696823,42.98920339,12.28986893,62.99329306,5.037909991,1.154315246,0.279822747,22.19875438,0.39966248,93.14583333,619.9305952,,,,22.04487765,61.59677903,15.65046013,232.5,1.199077054,35.4998538,1.370617108,20.89444019,605.1646257,19.9711416,93.80390497,56.01696968,250.6666667,13.47645017,7.365554308,133.9047619,2.847338184,37.84803315,4.743572636,62.15196685,87.06413179,3.544827109,229.9053029,61.89270374,6.289026577,17.6137487,21.55498309,Akap11_E01F_v2.xls,Akap11,29.21082723,82.3862513,25.41095016,20.0611969,,,
30.80952381,0.127125981,54.14285714,0.223536278,71.1769491,9.170911673,42.49323431,90.14285714,49.9931642,35.6706436,50.0068358,34.98897896,7.761670282,89.48736286,18.6832415,61.74395529,26.44491178,86.52679931,13.37655307,3.468734949,0.394592769,7.359771279,0.44884053,105.6458333,405.9302902,,,,20.59855631,47.7917516,11.14918938,235.6666667,1.537135748,41.64682298,1.52972274,25.30750523,687.6871442,30.42721345,165.5083006,72.74229911,241.6875,21.45902598,14.73692223,156.3125,5.909162675,40.17866611,9.038919474,59.82133389,73.51942283,1.806297126,560.9186335,40.64438785,8.968187471,20.5340507,26.89402315,Arrb1_E01F_v2.xls,Arrb1,32.67863551,79.4659493,26.56517924,18.97689443,,,
16.83333333,0.066679104,48.375,0.191682183,78.34120023,16.14960276,41.28078837,68.66666667,70.6081734,54.95224585,29.3918266,22.85640114,16.76802547,92.6491332,21.97285551,50.73003924,38.74088098,89.32064823,9.542921179,3.951750036,0.604330531,17.51186689,0.656264797,155.5,872.6905584,,,,36.41631028,58.99114908,18.10933814,236.0208333,0.755894389,61.13154479,1.482371113,39.49529853,414.5181538,42.60015459,119.8444784,70.24296675,252.125,24.96260603,8.117635188,134.9583333,5.632850162,66.86342258,2.868371155,33.13657742,86.33257008,3.076908959,271.9378487,57.12526343,17.85905226,29.23411584,41.68018001,Bex4_E01F_v2.xls,Bex4,43.27249252,70.76588416,32.72007753,14.94894026,,,
32.64285714,0.131504381,51.9047619,0.209091452,64.00903921,13.0027113,60.4616326,,46.28946428,24.56095378,53.71053572,28.86814594,4.621705278,77.34820883,11.12066656,66.22255606,13.80993422,73.22916489,11.53849142,1.943274222,0.374222222,17.18416458,0.381186733,90.26666667,438.8919477,,,,22.47429333,64.05298889,17.74484667,239.0833333,0.969164208,36.65308889,1.643602778,21.42934444,,17.50056111,83.62215556,52.67805556,248.25,14.38210556,17.60607088,,6.339377778,32.41936633,14.03541333,67.58063367,83.27619546,4.351770833,208.7602438,41.51979375,6.205577778,16.73103333,20.38046667,Bzw2_E01F.xls,Bzw2,30.4475,83.26896667,,,668.040064,,
28.625,0.118291331,51.375,0.212395994,69.22103058,13.10428085,49.68053206,84.77083333,48.64638099,34.33519417,51.35361901,35.70460913,8.054831757,91.95709434,13.12262443,55.94557366,21.18067316,88.25629739,18.1354774,4.10066643,0.348225546,9.859783311,0.423775914,99.66666667,473.7121409,,,,25.65825856,63.55048399,16.27273734,234.9583333,1.408914434,40.16906333,1.444216944,24.72744352,573.6308524,23.84617444,93.25775779,58.9197599,241.875,14.61172328,22.32421682,180.7083333,8.873563546,39.72992324,13.78332647,60.27007676,73.25194515,2.033229536,466.3530119,48.23232878,9.285823703,22.47024389,29.70605454,C19Rik_E01F_v2.xls,C19Rik,30.88323963,77.52975611,,,,,
18.125,0.071640316,40.14583333,0.158679183,72.51771187,12.75822219,34.53878837,47.72916667,71.75210692,52.6333178,28.24789308,20.74161552,17.31495128,87.78487294,22.56014433,47.70462487,39.87509561,83.99577502,16.82630901,8.998719105,0.545066995,17.77664287,0.503222671,121.75,719.3318584,,,,34.1340032,56.21336402,15.03470632,242.25,1.015630755,61.80398538,1.305834817,40.7706546,414.1904776,46.44681934,136.1661209,75.61752598,253,26.96316354,22.49110214,146.3333333,13.70513764,62.97330704,8.069684522,37.02669296,85.94093426,3.03374225,274.6067524,58.59512126,19.73732382,31.83089001,47.70041517,C1qb_E01F_v2.xls,C1qb,42.06666155,68.16910999,20.9100195,10.90593877,,,
,,39.625,0.166344021,34.08479481,7.910440021,32.70220767,,39.66152769,14.42658004,60.33847231,19.39987652,2.778376396,56.04177063,3.761584,30.34537988,6.586929667,49.43049854,12.74884579,1.380667479,0.188939583,9.450195833,0.533885292,127.2083333,577.6950642,,,,25.18533958,74.92436458,19.91775208,237.5416667,0.916285417,33.114925,0.94523125,19.02761042,,13.04945625,51.91801875,37.93896875,238.125,8.138879167,27.71056029,,8.348326083,28.73702979,19.55025738,71.26297021,66.74442765,4.078914583,230.851525,23.43155833,4.940308333,12.86333333,15.54363542,C1qtnf5_E01F.xls,C1qtnf5,28.17461458,87.13666667,,,428.1803641,,
,,57.38095238,0.231683381,63.6291726,12.37905754,47.53212673,,46.8205019,29.51714233,53.1794981,33.6387629,6.098897604,86.30543129,11.04753558,50.6208869,16.92532442,80.72060688,20.88568898,5.110803833,0.344935417,15.41191905,0.506370857,113.3809524,636.7074489,,,,26.53959792,65.50654375,19.259525,225.0625,0.955343604,40.59831458,1.408004167,23.79090417,,21.44276667,80.93613542,51.64216875,247.6041667,14.30322917,27.8268105,,11.40930929,39.42320254,17.27796725,60.57679746,78.07838206,4.708683333,196.0724786,31.90638958,6.983489583,17.14869583,21.0113375,Ccdc120_E01F.xls,Ccdc120,33.61484167,82.85130417,,,462.6098804,,
