Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,AP_Intensity,TRAP_Intensity,exp_name,gene_symbol,AP_Background_Intensity,TRAP_Background_Intensity,Osteocytes_N
,Akap11_E01_hV_M_s8,19.80974284,3.213360692,656.8457539,18.56052687,2.230960635,20.3272005,1.249215973,21.57641648,91.8120155,13.97771318,11.41281622,94.21027132,5.789728682,6.145538699,1.267602768,0.138793223,25.71742705,55.11934131,4.64951543,163.0179868,,,,,,,,,,,,,,,8.085929333,2.879991637,5.205937696,,95.59487272,35.61732385,64.38267615,,,,3.797014299,1464.126934,270.0968458,36.5,250.6666667,0.145418327,22,0.087649402,70.33333333,238,0.296747527,36,157.6666667,Akap11_E01V_v2.xls,Akap11,17.24822092,21.56722171,
Male,Arrb1_E01_hV_M_s1,52.02730008,25.55142465,203.5896863,36.94800519,10.47212976,47.42013495,15.07929489,62.49942984,83.1850131,40.86457131,38.78936237,75.9504156,24.0495844,31.77822955,1.168890184,0.438170179,13.93396992,50.10099399,2.800467997,310.3669097,88.26963557,36.47536648,10.19238865,13.54242679,50.01779327,60.21018193,28.05945364,68.14613736,31.85386264,70.087735,39.62715861,96.9817567,95.9670494,13.0795228,7.335164835,5.32967033,2.005494505,5.018315018,85.65365025,72.65917603,27.34082397,,,,2.761477314,1484.907313,209.974204,46.5,243,0.189795918,30,0.12244898,68.66666667,238.3333333,0.288609604,68,128.5,Arrb1_E01V_v2.xls,Arrb1,23.24223969,20.33244593,
,Arrb1_E01_hV_M_s2,52.1910389,30.07047795,180.4255319,34.798129,12.10847756,46.33185623,17.3929099,63.72476613,81.9007147,45.3930848,40.55883801,72.7062005,27.2937995,37.53985122,1.226561502,0.529303832,21.90437023,48.07549939,4.556243931,171.4035309,90.04332218,34.51501723,10.5142263,16.62973904,51.14475628,61.28754308,26.55096012,69.77298206,30.22701794,66.13207547,35.42909821,97.68618944,97.99528302,12.27477193,10.41471154,,,,84.69754577,,,,,,3.976713425,1642.603177,243.376912,44,243,0.179993309,28.5,0.116577451,71,236.6666667,0.300840267,73.5,132.3333333,Arrb1_E01V_v2.xls,Arrb1,26.23442253,19.76336568,
,Arrb1_E01_hV_M_s3,49.94192939,24.32479894,206.0010995,35.3216929,9.704562452,45.02625535,14.62023649,59.64649184,83.7273019,40.73479637,37.13336416,75.53790173,24.46209827,32.4489191,1.291855535,0.493868585,18.73599847,48.14233235,3.890509246,208.9032389,89.35225736,34.05089298,8.953547001,14.01782206,48.06871505,57.02226205,32.32999532,63.79574365,36.20425635,68.25132192,36.82018615,96.95186347,96.23633941,12.2271199,9.694993687,5.902382698,3.792610989,4.632069827,85.5831841,62.3921131,37.6078869,,,,2.769199693,1627.311394,224.7740868,43.66666667,243,0.179870777,27,0.111160447,70.33333333,232.3333333,0.303716172,76,131,Arrb1_E01V_v2.xls,Arrb1,27.60667066,20.18209767,
,Arrb1_E01_hV_M_s4,30.9622346,14.41327815,223.7904476,26.02601914,9.048387472,35.86125303,5.36489068,41.22614371,78.05350002,34.93958725,23.29551719,87.00691273,12.99308727,14.96036431,1.53879589,0.374405319,11.97600595,39.48553118,3.038630855,291.7921424,87.33777969,24.75453161,8.938506589,5.497803807,31.0761347,40.01464129,47.48169839,45.73293173,54.26706827,81.14340831,59.07111756,96.65379665,95.26481149,6.90582884,9.304665289,5.289924795,6.090398822,3.184480234,80.16785658,46.30195926,53.69804074,,,,3.226888249,1337.841677,180.6606072,36.66666667,241,0.152143845,23,0.095435685,75,234.6666667,0.319572197,60.66666667,122,Arrb1_E01V_v2.xls,Arrb1,22.61672657,18.51354763,
,Arrb1_E01_hV_M_s5,40.28351768,22.05408364,184.3949504,29.47304858,11.24361454,40.71666311,10.8104691,51.52713221,78.27469275,42.70950141,31.16880066,79.01580584,20.98419416,26.56014446,1.286422145,0.397648339,15.35986669,47.65107801,3.216650624,263.3397795,85.422857,28.65772302,10.52411447,9.593017704,38.25074072,48.77485519,36.64800181,57.0230025,42.9769975,71.04319691,47.23465136,95.72385478,94.87043258,7.947633911,8.2077191,4.512331838,3.695387262,3.358267056,83.17398989,55.17545265,44.82454735,,,,2.33305547,1684.996156,234.4611747,44,242.3333333,0.181671125,24.66666667,0.101721654,76,238.6666667,0.31970339,75.66666667,123.5,Arrb1_E01V_v2.xls,Arrb1,27.97150288,19.89254421,
,Arrb1_E01_hV_M_s6,37.63188941,11.30357718,433.6421953,33.22811747,4.471479214,46.65646149,6.83209797,53.48855946,91.64030728,21.13270071,30.16032871,87.22699202,12.77300798,14.64341219,1.153102936,0.375911343,15.9136463,46.06667647,3.484276077,242.2984742,87.55927541,32.20329575,3.93973574,6.219787303,47.33322591,51.27296165,37.68127618,57.63970655,42.36029345,85.8735981,34.68085106,96.74185464,96.56476003,5.770171789,5.83842738,3.254914599,2.908475669,3.01321302,83.24314107,52.81045752,47.18954248,,,,3.778212073,1615.653303,250.937335,42.33333333,241,0.175584399,22.33333333,0.092659002,59.66666667,240.3333333,0.248339811,73.66666667,117.5,Arrb1_E01V_v2.xls,Arrb1,28.41520353,18.95960883,
,Arrb1_E01_hV_M_s7,39.4862733,20.66561839,181.9602329,28.43515814,11.85005544,41.80593204,11.05111516,52.8570472,75.38419623,44.52568455,31.95408118,80.09011922,19.90988078,25.64013391,1.137762009,0.344061591,16.42854455,47.18165722,3.130346991,272.5579569,85.03591851,27.20050968,11.19905789,10.28095266,37.48146234,50.02008579,36.24735345,57.68700887,42.31299113,69.82623317,55.7686112,95.61536852,94.84638532,5.464471735,5.485570666,4.529779623,2.631825215,3.741869454,80.60169849,62.68144677,37.31855323,,,,3.508411921,1391.471065,206.8674002,40,239.3333333,0.167196814,22.66666667,0.094733934,74,227.8333333,0.334379074,69.33333333,117.3333333,Arrb1_E01V_v2.xls,Arrb1,26.84901344,18.81873065,
,Arrb1_E01_hV_M_s8,40.14152463,24.02799216,167.5056435,29.35717776,13.2436453,42.60082306,10.78434686,53.38516992,75.26673134,44.98050498,32.08475839,79.75276368,20.24723632,25.56141894,1.274329012,0.409052719,16.58147005,45.09722844,3.676484038,226.9862932,86.76906875,28.00344284,12.37553248,9.783029899,37.78647274,50.16200522,36.60706353,57.81342434,42.18657566,69.83643093,51.01687664,93.90400829,94.17786225,5.114237341,5.349149275,3.001509985,2.347639291,2.606340175,87.88044137,54.145799,45.854201,,,,3.728635644,1487.303449,208.2769954,43,243.3333333,0.176718613,25.33333333,0.104111853,66.33333333,236.3333333,0.28077391,63.33333333,114,Arrb1_E01V_v2.xls,Arrb1,26.24436733,19.36605884,
Male,Bex4_E01_hV_M_s1,42.77908214,30.32199505,141.0595344,26.82750904,14.37042196,41.197931,15.95157309,57.1495041,74.65505018,52.92649817,36.55053859,72.41845165,27.58154835,38.2906022,1.053892725,0.384040371,26.22597167,59.8251067,4.723121759,157.7732879,67.8435454,21.27739885,11.26339188,14.52730907,35.80470792,47.0680998,20.7754456,69.32085331,30.67914669,45.11885691,33.13917527,82.08634371,75.62987807,7.201424791,10.03710698,5.51021728,4.526889698,3.819683413,91.29565544,57.2377197,42.7622803,,,,3.262115635,2005.237617,297.111032,39,253,0.154150198,24,0.09486166,119,243.3333333,0.485714286,46,121.3333333,Bex4_E01V_v2.xls,Bex4,18.44084965,15.25461469,
