Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,exp_name,gene_symbol,AP_Intensity,TRAP_Intensity,AP_Background_Intensity,TRAP_Background_Intensity
,AAA_E29_hF_F_s4,40.70674044,15.95101082,233.0453564,31.9416499,8.197260486,40.64386318,8.765090543,49.40895372,82.38737592,35.352507,29.08702213,82.26011708,17.73988292,21.56559406,2.210468204,0.630014263,9.017733718,49.23025222,1.697569232,549.9723603,74.96061608,28.10613682,7.093268542,7.369215292,35.47535211,42.63078471,34.39386318,55.34693878,44.65306122,69.04541242,44.81118721,85.67251462,87.14859438,23.49650683,20.25489826,,,,88.21786935,,,,,,1.276975711,642.3526141,516.9389877,84,233,0.362503763,34,0.145847119,138.5,226.6666667,0.614112238,AAA_E29F.xls,AAA_E29,109.5,195.6666667,,
,AAA_E29_hF_F_s5,31.92682062,13.39958178,244.5691128,25.71943417,7.19219533,32.9116295,6.207386452,39.11901595,81.78615779,33.87267129,22.6632012,84.34117092,15.65882908,18.63679023,1.979922335,0.453110102,6.292872793,50.27806041,1.81813015,499.7375697,68.68587807,20.76579769,5.292735443,5.066488472,25.83228617,31.12502161,37.56085647,44.9361727,55.0638273,64.82130278,37.79627976,87.67938195,80.360183,15.07023371,17.79259504,6.752201774,11.04039326,4.366963524,80.73000015,38.16352258,61.83647742,,,,1.098218622,651.5414482,571.8332008,74,239,0.307053942,34,0.141078838,123,233,0.534782609,AAA_E29F.xls,AAA_E29,108.5,184,,
,AAA_E29_hF_F_s6,32.73007708,14.06848684,234.1095995,25.92431773,7.262727485,33.18704521,6.805759351,39.99280456,81.84289854,35.12364815,23.39928196,83.03345331,16.96654669,20.5256484,2.042584705,0.477621678,7.261838897,44.71470609,1.630126535,577.4284489,62.06340561,20.13575294,5.461657011,4.110603518,24.24635646,29.70801347,32.35539214,47.85526803,52.14473197,60.87208947,35.1147044,74.23434424,73.29064817,16.14791595,19.47580636,8.089969907,11.38583646,4.632841726,80.57667574,42.09169655,57.90830345,,,,1.270705967,662.8089619,451.5545176,83.66666667,241.6666667,0.346609915,38,0.157171083,141.6666667,229.6666667,0.61825078,AAA_E29F.xls,AAA_E29,105.6666667,183.3333333,,
,AAA_E29_hF_F_s7,,11.99029126,,,0.970873786,,,,,,,,,,,,,43.83963752,,,,,,,,,,,,,,,,,13.6407767,,,,45.92162554,,,,,,,,,82,239,0.343096234,38,0.158995816,,239,,AAA_E29F.xls,AAA_E29,,,,
,AAA_E29_hF_F_s8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA_E29F.xls,AAA_E29,,,,
Female,AAA_E30_hF_F_s1,35.47709269,20.56303609,182.66503,25.41039326,10.21572894,34.80045885,10.06669943,44.86715828,78.9683908,43.26064468,27.46692885,77.77096452,22.22903548,28.81401809,1.988123285,0.566697763,7.418118438,48.83104743,1.499067437,630.1703001,71.34088722,23.55202002,7.864442509,9.14372542,32.69574544,40.64175903,28.62888809,58.67096774,41.32903226,61.26482213,33.32591833,86.91588785,85.04998837,13.71223469,16.67859258,9.831962817,9.751519485,5.166249553,83.21659244,50.20538567,49.79461433,,,,1.246493028,598.3110763,536.0809661,70,236.3333333,0.296607949,32,0.135777608,111,223.3333333,0.498706703,AAA_E30F_v2.xls,AAA_E30,103,139.3333333,27.05793908,23.41427105
,AAA_E30_hF_F_s2,29.80271623,16.08162532,190.2596004,24.64007038,9.783707711,33.84614921,6.297917604,40.14406681,75.65826268,39.9271538,23.22099221,84.41458353,15.58541647,18.52060959,2.003210777,0.444970212,5.766859977,44.59574285,1.425940058,661.7097357,51.67468633,17.02768891,4.630443618,3.801382132,20.35515132,24.98559494,26.697736,48.44042624,51.55957376,57.35790242,28.9906061,70.02454992,67.24423232,7.484734499,17.21807545,8.069396813,9.148678636,3.57070809,82.43403339,46.86584651,53.13415349,,,,1.399005088,552.0172853,510.7354156,75.5,236.3333333,0.319431034,32,0.135187569,113.6666667,224.6666667,0.50626294,AAA_E30F_v2.xls,AAA_E30,96,158,29.93948599,23.61198945
,AAA_E30_hF_F_s3,31.86980985,16.72071674,195.4143074,25.24928501,10.1001919,35.34947691,6.620524843,41.97000175,75.72512728,40.07548524,24.2952633,84.19938749,15.80061251,18.80560468,1.815086649,0.436730256,6.681485204,43.66339823,1.561599301,618.9724423,67.17556004,20.71478136,6.94478953,4.649489655,25.36427101,32.30906054,34.8664995,48.11927115,51.88072885,64.67940921,39.48424714,77.53402985,79.34224091,21.52621571,21.5039129,9.69717591,11.80673699,3.912895543,77.22180732,45.09493671,54.90506329,,,,1.57650533,581.4720006,437.3124078,70.5,243.3333333,0.290119902,33,0.13587251,102,238.3333333,0.429431266,AAA_E30F_v2.xls,AAA_E30,88.33333333,151.3333333,25.70709348,22.85858694
,AAA_E30_hF_F_s4,,18.96924877,,,9.809804859,,,,,,,,,,1.899071133,,7.074861452,45.32330979,1.652261463,564.5906038,75.60321384,,8.782464383,,,,,,,,44.12732805,,,14.39482402,15.94977393,,,,84.17081083,,,,,,1.261406326,560.3673138,486.0231175,77.33333333,242,0.319545893,38,0.156992289,114.6666667,237.6666667,0.482590589,AAA_E30F_v2.xls,AAA_E30,98.33333333,145,29.2879829,23.2712864
,AAA_E30_hF_F_s5,31.21323899,14.41340478,264.1590098,26.38103398,8.274207892,33.56333819,4.832205007,38.39554319,81.26272638,31.1950264,21.6138741,87.54224723,12.45775277,14.63316292,1.629893744,0.274742102,6.57977079,37.66163943,1.745295348,535.3353973,65.44284974,19.92924136,6.167116422,3.846697323,23.77593868,29.08683384,34.14953576,45.88513005,54.11486995,63.86999359,39.02233054,87.66666667,75.98840997,14.59958895,16.64106573,6.457141536,10.56128488,3.901395876,74.53703979,38.04772422,61.95227578,,,,1.326947687,503.6509336,477.9359908,76,242.3333333,0.313428902,40,0.164974662,113,232,0.477104401,AAA_E30F_v2.xls,AAA_E30,96.66666667,162,28.51726861,24.33693774
