Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,AP_Intensity,TRAP_Intensity,exp_name,gene_symbol,AP_Background_Intensity,TRAP_Background_Intensity,Osteocytes_N
,Cers5_E01_hF_F_s8,42.0527142,,,42.0527142,,,,,,,,,,,,,7.924686728,49.27183143,1.833348615,507.4225154,68.35317519,34.58739551,,,,,,,,80.44738871,,,,23.84639644,33.2428785,,,,80.39312148,,,,,,1.335203327,838.8515796,453.8790645,95,242.3333333,0.390885381,38.5,0.158515106,,242.3333333,,114.5,213,Cers5_E01F_v2.xls,Cers5,,,
Female,Ces4a_E01_hF_F_s1,39.96365346,13.33046462,296.4829773,35.02778454,8.36050439,42.90630841,4.969960227,47.87626864,82.53330509,27.839358,26.42311443,89.62733691,10.37266309,11.57716368,1.529857167,,7.716742815,43.89561512,1.761629604,525.636582,65.58238903,28.31860507,6.452694936,3.034339972,32.35371395,38.80640889,30.68273668,55.84467386,44.15532614,70.96906177,45.81925061,82.71254209,81.90059268,12.94393296,19.13271989,8.748878736,8.351512094,4.247218714,88.89810243,51.15446595,48.84553405,,,,1.491703555,726.1006651,445.9572765,82.66666667,250.3333333,0.33026826,40.66666667,0.162448871,,238,,90,154,Ces4a_E01F_v2.xls,Ces4a,24.47129632,18.94442107,
,Ces4a_E01_hF_F_s2,36.51956342,17.23363399,189.4077123,29.55499887,10.58602772,42.00346679,6.964564549,48.96803134,74.56797835,39.66757795,27.96629794,85.7644437,14.2355563,16.64495431,2.350820433,0.657486529,6.957274455,41.53378389,1.703650929,579.397001,64.34844909,23.25555505,6.056568198,5.511850724,28.76740577,35.61953317,28.52048075,55.62710349,44.37289651,63.64640754,30.7493836,80.45165049,78.76455567,10.77394438,11.41391114,5.391674861,7.005899705,2.048508686,84.3487073,43.48975545,56.51024455,,,,1.69806992,770.9207547,415.8787836,80.5,250.6666667,0.321338645,34,0.135737052,166.5,237,0.702621301,89.33333333,155.3333333,Ces4a_E01F_v2.xls,Ces4a,24.84120477,20.10218733,
,Ces4a_E01_hF_F_s3,39.77154783,22.85237296,174.90421,29.09697123,12.96604497,42.20538597,10.6745766,52.87996258,75.26412134,44.67978714,31.77726959,80.05609152,19.94390848,25.79443068,1.799166092,0.575002373,7.729247797,46.82441477,1.665295077,555.789297,63.30665063,24.82021118,8.407574446,7.875269644,32.69548082,41.93758383,25.58484176,62.21886215,37.78113785,62.57755834,33.74561275,84.78390199,82.30104228,11.03551308,16.46777658,7.852813227,6.902236009,3.662862436,81.44038713,53.75457822,46.24542178,,,,1.56559857,808.7544916,356.3336532,82,250,0.328,39.5,0.158,141,239,0.589912353,86,146.3333333,Ces4a_E01F_v2.xls,Ces4a,22.51847069,18.7116863,
,Ces4a_E01_hF_F_s4,41.06267451,19.76915255,218.9459456,33.15206454,9.728634421,42.4237642,10.04051813,52.46428233,81.49068203,37.46759477,31.25240023,81.0417232,18.9582768,23.50836552,2.001233972,0.628635137,9.242360447,49.19601964,1.877485931,483.7009741,66.52302696,26.04246484,8.27846475,10.66324073,37.80311546,46.08158022,26.28071302,63.68175766,36.31824234,62.83295576,34.07138136,89.60863698,82.9165199,16.34167387,22.18559219,,,,90.31528535,,,,,,1.483153557,837.17373,428.6676963,91.5,250,0.366,41.5,0.166,161.6666667,238.6666667,0.677264239,91.66666667,164,Ces4a_E01F_v2.xls,Ces4a,24.86172097,20.46080114,
,Ces4a_E01_hF_F_s5,36.32674753,22.75098649,166.2172939,27.85488083,14.27911979,42.13400061,8.471866701,50.60586732,72.15856078,44.67185535,29.53886701,83.16958387,16.83041613,20.34140992,2.042218453,0.599662527,7.430927393,47.23964199,1.74121259,533.6959165,74.37781749,27.03502632,8.260651557,6.357189675,33.39221599,41.65286755,32.72494994,55.93932539,44.06067461,72.4965613,37.2373616,87.5273209,89.65424939,7.208981566,8.771743068,4.621024902,4.150718165,2.300386577,81.57235379,54.54724336,45.45275664,,,,1.432993808,823.4841167,447.7064673,86.33333333,250.3333333,0.34489243,39.66666667,0.158464807,167.6666667,235.6666667,0.711527828,94.66666667,137.6666667,Ces4a_E01F_v2.xls,Ces4a,26.40452301,18.10136711,
,Ces4a_E01_hF_F_s6,35.48062865,24.48253341,158.619281,25.39290936,11.90436917,37.67361111,10.0877193,47.76133041,74.28735412,46.83374785,28.92452485,78.87889803,21.12110197,26.77661897,1.737606839,0.504169999,9.081426618,52.44120779,1.793046051,507.062121,63.11164301,21.75621345,6.086664044,6.350511696,28.10672515,34.74049708,25.04568713,58.10790157,41.89209843,61.31856812,23.26143139,68.9484127,79.21710018,8.625479926,12.77206636,7.200292398,5.263157895,3.161549708,82.34676388,57.771261,42.228739,,,,1.549728013,888.3778794,417.0933703,96,250,0.384771084,37.5,0.150289157,166.6666667,238,0.700582973,89,151,Ces4a_E01F_v2.xls,Ces4a,25.74102529,19.63768227,
,Ces4a_E01_hF_F_s7,36.57882832,24.19217807,150.9171645,26.4118039,14.02515365,40.43695755,10.16702442,50.60398197,72.07475435,47.93406447,30.3855032,79.99118118,20.00881882,25.09309838,1.906085228,0.580209714,8.105408795,45.14072679,1.800080109,512.5999447,70.65082105,25.18030572,9.848387592,6.904674256,32.08497998,41.93336757,28.71745348,59.27730356,40.72269644,69.06379058,38.02072831,84.01047146,87.78886186,9.213269561,11.82159918,6.450538815,5.371060367,2.542565728,86.51614539,54.51199521,45.48800479,,,,1.514735253,872.0252197,436.3144504,87.66666667,250,0.350666667,39.33333333,0.157333333,185.3333333,239.6666667,0.773788385,90,153,Ces4a_E01F_v2.xls,Ces4a,24.47038622,18.70402814,
,Ces4a_E01_hF_F_s8,36.97987944,19.95353865,185.1568647,28.70973987,11.68339908,40.39313895,8.27013957,48.66327852,75.84611013,41.01279424,28.46670904,83.14109563,16.85890437,20.6562326,2.12790408,0.609107576,6.599028587,48.93546742,1.33325609,700.54787,74.5633272,24.31730245,9.313435967,5.531005277,29.84830773,39.1617437,35.4015835,52.38611973,47.61388027,68.22513722,48.4134252,85.33550768,83.7690756,14.43447653,9.519201081,4.372402006,5.146799074,1.825606534,91.43587549,46.78126107,53.21873893,,,,1.810129916,828.3606933,427.6032331,80.66666667,250.6666667,0.321806109,36.66666667,0.14626826,149.5,238.3333333,0.629272747,99,141.6666667,Ces4a_E01F_v2.xls,Ces4a,25.63757591,18.7778307,
Female,Cited4_E01_hF_F_s1,34.6215,23.31643333,148.2204667,25.8588,14.5537,40.4125,8.762766667,49.17516667,70.36506667,47.5042,28.96896667,82.13073333,17.86926667,21.97493333,1.835466667,0.542066667,6.711666667,29.59146667,2.274533333,410.5631333,78.59460967,22.744414,11.22909367,8.17078,30.915194,42.144288,36.450322,53.49241667,46.50758333,65.47501333,48.160231,93.021593,88.971284,18.70315233,27.699004,11.9771665,15.7218375,5.5866275,85.474512,43.785258,56.214742,,,,1.165676667,,479.910307,67.83333333,247.6666667,0.273952,47,0.189819667,151.5,235,0.645411,,,Cited4_E01F.xls,Cited4,,,857.186387
,Cited4_E01_hF_F_s2,34.0223,26.94963333,135.9351,22.7822,15.89173333,36.5704,11.2401,47.8105,71.1607,52.349,29.5253,76.4903,23.5097,30.7355,1.05175,,7.57525,30.78665,2.46125,375.91865,83.28524367,21.253303,12.40870967,10.334088,31.587391,41.657229,37.91997,52.348197,47.651803,62.468793,45.67664233,91.939547,92.843273,24.86378567,27.994373,10.777652,16.383541,5.549264,80.72786767,39.680334,60.319666,,,,1.028246667,,486.4514893,71,248.3333333,0.285880333,46.66666667,0.187902333,139,236.3333333,0.576763,,,Cited4_E01F.xls,Cited4,,,707.4979163
,Cited4_E01_hF_F_s3,34.39293333,22.7142,154.3377,26.2598,14.58103333,40.84083333,8.133133333,48.97396667,70.13896667,46.27856667,28.5536,83.5825,16.4175,19.81913333,1.567833333,0.4495,6.642333333,22.25965,2.4603,393.9354,79.36376133,23.64942433,11.269957,7.739587667,31.38901233,42.65896967,36.70479167,53.750073,46.249927,68.99216267,49.63965567,94.75558767,91.327023,23.693912,28.016869,12.39816667,15.61870267,5.422487667,83.27485467,44.77948167,55.22051833,,,,1.081086,,475.2358077,63.66666667,246.6666667,0.258183,42.66666667,0.173096667,154,235.6666667,0.654521333,,,Cited4_E01F.xls,Cited4,,,695.237393
,Cited4_E01_hF_F_s4,38.11293333,19.34815,193.74945,32.1103,11.5283,41.20975,7.8198,49.02955,76.46505,39.46035,28.42465,84.0746,15.9254,19.0637,0.73085,0.2089,6.6107,29.3976,2.2373,419.7183333,71.00190233,26.95056833,7.253251,7.170891,32.689314,39.942565,32.038769,55.497309,44.502691,70.653631,37.545825,92.0530925,87.1138185,23.828542,32.19908433,13.6543645,17.8313265,7.032938,84.115048,43.421702,56.578298,,,,1.098483,,514.196979,69.66666667,247.3333333,0.281668,49,0.198105,142,237.6666667,0.598272333,,,Cited4_E01F.xls,Cited4,,,812.713541
,Cited4_E01_hF_F_s5,32.90283333,17.4866,195.288,29.9282,13.7201,43.963,3.7665,47.7295,70.8961,36.7917,25.74795,92.31215,7.68785,8.50905,1.113266667,0.3289,5.311866667,24.35513333,2.1844,434.0604667,62.390956,23.77673033,6.6534165,3.0944745,26.431984,33.0854005,28.1734475,53.643522,46.356478,72.55206067,38.105825,78.4394585,77.1509005,22.4159,36.253042,15.6496675,20.471275,5.548673,77.53599067,43.325744,56.674256,,,,1.341464,,328.3286577,66,248.6666667,0.264,46,0.184,150.3333333,238,0.631956,,,Cited4_E01F.xls,Cited4,,,747.696417
,Cited4_E01_hF_F_s6,29.2096,27.66226667,107.5735,20.3897,19.47803333,39.119,8.8199,47.93895,60.9913,57.40775,28.3794,81.60095,18.39905,22.5477,1.8985,0.5464,5.0345,18.57676667,2.735166667,353.4087667,65.062186,18.359321,12.343392,7.6803265,26.0396475,38.6894415,29.695741,56.5891485,43.4108515,62.75462,44.694479,87.0874805,89.1537885,22.79542867,32.7831445,13.8144165,18.968728,5.3489995,74.9760925,42.018005,57.981995,,,,1.581538,,338.370752,58,248,0.233871,39.66666667,0.159946,148.6666667,230.3333333,0.648648667,,,Cited4_E01F.xls,Cited4,,,805.7970793
,Cited4_E01_hF_F_s7,35.12315,,,35.12315,,,,,,,,,,,,,4.399,19.834,2.215766667,456.7491667,62.265394,28.7935545,,,,,,,,81.9355035,,,,21.597622,31.15124933,,,,69.971695,,,,,,1.486466,,349.1824717,62,246.6666667,0.2521815,40,0.1626785,,242,,,,Cited4_E01F.xls,Cited4,,,828.977476
,Cited4_E01_hF_F_s8,27.9143,21.82,128.3021,22.80433333,16.71006667,39.5144,5.109966667,44.62436667,62.4372,49.0879,24.86716667,88.4749,11.5251,13.05896667,1.7288,0.4229,5.39155,26.45395,1.9701,494.9193,54.812398,22.175775,6.280587,3.283034,25.458809,31.739396,23.073002,57.905506,42.094494,69.511026,29.347308,71.555556,79.801854,15.691272,29.93328333,12.22943433,17.70384867,4.792007,73.663156,41.58751167,58.41248833,,,,1.301939,,411.8305767,67,248.3333333,0.269789,43.33333333,0.174504667,142.3333333,237.3333333,0.599926,,,Cited4_E01F.xls,Cited4,,,676.053756
Female,Cp_E01_hF_F_s1,32.86586951,16.71782581,197.3094587,26.15443287,10.00638917,36.16082203,6.71143664,42.87225867,76.7688555,38.94533281,24.79184766,84.2858117,15.7141883,18.70169162,2.666303107,0.65794854,5.460024045,28.98354316,1.895627078,503.3208773,67.89776437,19.07146385,7.045736922,5.865161593,24.93662544,31.98236236,35.91540201,47.06374439,52.93625561,57.87478703,41.49384761,87.29589747,75.71107015,23.47402249,25.31843307,7.55827926,17.76015381,4.938716655,80.71341587,29.85287138,70.14712862,,,,1.227387495,572.2535866,520.5987063,78.66666667,246.6666667,0.318846656,52.66666667,0.213515266,156.6666667,231.6666667,0.677229675,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s2,38.80346495,7.592555494,547.4759569,35.81433638,4.603426923,40.4177633,2.989128571,43.40689187,89.66305379,17.24033259,23.19801022,93.09661362,6.903386379,7.524680048,3.228253228,0.721068356,5.13569809,33.31645061,1.558693507,614.2333837,78.34180549,29.95931415,3.779038913,2.844559414,32.80387356,36.58291248,41.75889301,46.50965066,53.49034934,76.93457441,49.63888682,95.8157566,84.21815453,25.31041413,28.52587977,11.02870093,17.49717883,7.769430555,79.34922783,38.15970353,61.84029647,,,,1.25620876,678.8633599,407.3459861,91,246.6666667,0.368876381,59.66666667,0.241878148,135.3333333,237.5,0.569809041,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s3,38.86474296,,,38.86474296,,,,,,,,,,,,,5.673172507,18.10911452,2.566778614,391.4378719,61.66338547,30.64381503,,,,,,,,78.88942879,,,,20.61426677,26.60450953,,,,78.26483462,,,,,,1.063234323,390.8426951,550.9588248,80,245,0.323241805,46,0.185843019,,240.3333333,,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s4,40.15603215,21.00508308,180.2172207,28.31600319,11.70281742,40.23904444,9.302265663,49.5413101,76.43252921,42.40850663,29.42178788,81.15896416,18.84103584,23.26187054,2.791946357,0.760369101,4.523864479,23.37618559,1.930979706,494.9303377,80.8828031,25.1916623,10.00525805,9.092889661,35.71593867,45.72119672,37.83856348,54.82548584,45.17451416,63.54767423,47.48943554,97.70659124,94.46886341,27.53871654,26.94927682,11.268805,17.59863752,6.528526824,85.57207574,39.03638151,60.96361849,,,,1.279681888,810.3509927,444.9985168,79,246.3333333,0.320761769,50,0.202944144,149.6666667,230.1666667,0.651225769,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s5,38.53044878,,,38.53044878,,,,,,,,,,,,,5.016785868,19.80902368,3.981057366,234.6566078,62.58418125,30.92430474,,,,,,,,79.59483762,,,,20.43093333,27.40244327,,,,72.71963608,,,,,,1.028980084,508.3340392,531.5378547,58.5,247.3333333,0.237050879,41,0.166142145,,240.3333333,,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s6,35.3207168,7.332892458,417.2106825,30.75699213,4.733516755,34.65918607,4.563724669,39.22291074,90.05123826,21.58411614,21.8933177,88.3646456,11.6353544,13.16743175,2.608502609,0.730506305,3.622684508,26.53464531,1.364852147,706.195,72.96097806,25.95042706,2.51214202,4.078043879,30.02847094,32.54061296,40.4203651,44.60002295,55.39997705,73.47083926,29.6735905,89.35779817,85.01659554,17.417518,24.02010391,5.685814771,16.09445654,3.650979735,59.02410424,26.1053441,73.8946559,,,,0.914223388,503.4046921,488.4798834,63.5,246.3333333,0.25928415,40.5,0.165214722,84,236.6666667,0.358658428,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s7,28.88680688,16.05327732,189.7556091,23.66079149,10.82726192,34.48805341,5.226015393,39.71406881,72.62353065,39.60654783,22.4700421,87.76992151,12.23007849,14.3913408,2.046451133,0.397434967,5.314064877,24.62197499,2.089007764,468.0652645,68.59988088,18.76462873,8.075799089,4.832550617,23.59717935,31.67297844,36.92690244,45.35060831,54.64939169,64.7061926,50.69849188,92.90738916,80.31086857,25.31165489,29.91498111,10.40139576,19.51358536,5.747578098,70.75784228,35.44344629,64.55655371,,,,1.0969871,470.9790261,475.4391302,57.66666667,248.6666667,0.231987088,40.33333333,0.162240359,129.3333333,234.3333333,0.552136513,,,Cp_E01F.xls,Cp,,,
,Cp_E01_hF_F_s8,31.13683209,19.33850063,161.6371627,24.62007651,12.82174505,37.44182156,6.51675558,43.95857714,70.61406373,43.74172821,25.23766636,85.64420805,14.35579195,17.33091759,2.772267644,0.696394693,7.21809385,27.99953878,2.829631693,334.7579554,71.27363869,20.52087334,9.463077488,5.923138815,26.44401216,35.90708965,35.36654905,50.03253703,49.96746297,66.44083144,49.08586459,91.46337553,84.63032714,25.59559337,28.33782327,10.2571993,18.08062397,4.712364039,72.9915109,36.20995324,63.79004676,,,,0.88410194,582.1681523,537.1421174,55.66666667,248,0.224462366,40,0.161290323,136.3333333,236,0.57804104,,,Cp_E01F.xls,Cp,,,
Female,Crym_E01_hF_F_s1,31.13913975,18.96944553,164.4336588,26.06429056,13.89459634,39.9588869,5.074849191,45.03373609,69.12163809,42.10057384,25.05429264,88.77778808,11.22221192,12.67537151,2.330182355,0.587295857,4.260399506,19.81529203,2.167353207,444.8547463,72.17696251,21.23921867,9.530808797,3.996465998,25.23568467,34.76649347,37.41046904,48.03852855,51.96147145,67.79353984,51.58975422,82.81743027,80.46010165,37.51403104,37.86842398,15.40007076,22.46835322,8.260273973,75.38053477,40.75581149,59.24418851,,,,1.627807569,846.8882922,429.757212,61.33333333,247.3333333,0.247992033,42.66666667,0.172516434,150.6666667,239.1666667,0.630153192,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s2,31.93559495,16.01511591,203.1061837,26.47889357,9.805540693,35.44252644,6.20957522,41.65210166,76.52868777,38.3301103,23.93083844,85.14120193,14.85879807,17.50545711,2.992457619,0.673855519,6.031228464,31.67249695,1.904229871,532.2856541,69.91223136,22.81248912,5.458768873,4.703832753,25.37746806,30.83623693,33.69628339,47.784027,52.215973,71.09486166,39.70432946,89.01098901,79.16666667,28.86574448,33.72648637,15.38908246,22.16898955,10.32229965,71.85068942,40.97410128,59.02589872,,,,1.543023052,649.6245769,436.503015,62.33333333,247,0.252263365,41.66666667,0.168676712,141,236.3333333,0.601746407,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s3,36.03438911,17.06365936,,32.23897323,9.327571669,,,,,,,,,,2.558627244,,5.182351616,31.27892784,1.698962393,586.2739675,71.74733961,24.7643806,7.051011804,,,,,,,68.69862945,41.32180358,,,29.61003114,32.26759521,,,,74.5482976,,,,,,1.052574214,505.3351336,535.6161395,71,248,0.286290323,51,0.205645161,105.6666667,236,0.448884119,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s4,33.36803541,18.49338419,184.9188868,26.27044709,10.64726922,37.43365861,7.097588323,44.53124694,74.75531782,41.1652093,25.81441763,84.07947288,15.92052712,18.93917829,3.103216072,0.7182228,5.955686402,37.13772293,1.748596628,586.8127956,71.56279593,20.17771793,6.817032358,5.997184333,26.17490227,33.06799559,35.83222219,47.80970005,52.19029995,59.6613018,36.71378829,84.272182,77.62414775,34.61473061,40.86048866,16.35991904,26.52986558,9.561687328,70.82665299,38.22653319,61.77346681,,,,1.909276475,920.5117744,417.4063905,64.66666667,247.6666667,0.261062862,43.33333333,0.174937965,117.6666667,238,0.494421447,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s5,31.17527684,20.26364505,153.8096542,24.02406121,13.11242942,37.13649063,7.151215634,44.28770626,70.38429198,45.77013382,25.71946095,83.8455742,16.1544258,19.46991281,2.701421661,0.689593155,5.401381912,20.319724,2.65170042,357.2883793,73.30366567,21.35559951,9.178541847,6.726461125,28.08206063,37.26060248,36.04306319,50.7440569,49.2559431,68.62345669,45.04130864,94.18579524,90.11026051,26.77598135,31.56050196,12.63839616,18.9221058,6.219456971,74.81223437,40.12390211,59.87609789,,,,1.291854784,594.0734788,465.1766889,57.33333333,249,0.230254351,40.66666667,0.163319946,118,235.6666667,0.500780199,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s6,,23.84645499,,,23.84645499,,,,,,,,,,,,6.682924392,37.97469456,,,72.211739,,19.10237084,,,,,,,,80.10015285,,,29.25039318,34.28624032,,,,60.13524322,,,,,,1.167766895,529.1453232,562.0152103,,249,,,,151,236.6666667,0.641855154,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s7,32.97131044,24.27027119,132.0888772,23.50737067,14.88077654,38.96104226,9.463939766,48.42498202,67.95618155,51.47407336,28.94446089,80.56974509,19.43025491,24.27655567,3.198255353,0.911175978,7.426526658,30.71984618,2.484805625,375.6345218,68.45994254,21.68085106,9.650541601,10.24468085,31.92553191,42.27659574,29.54255319,58.86535328,41.13464672,60.42099022,39.63885894,91.19318182,88.97124222,29.83325777,33.79317163,16.37534368,16.1431623,11.76595745,73.28676617,49.7473262,50.2526738,,,,1.887550897,730.3139973,383.1138152,60,246.6666667,0.243189338,41.66666667,0.168857895,127,239,0.53142507,,,Crym_E01F.xls,Crym,,,
,Crym_E01_hF_F_s8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crym_E01F.xls,Crym,,,
Female,Dixdc1_E01_hF_F_s1,43.25436881,25.9506328,167.5195258,31.64015542,14.33641941,45.97657483,11.61421339,57.59078822,75.12904074,44.97165399,34.60250081,79.89930527,20.10069473,25.21988699,2.10762802,0.725022481,7.08834916,34.35352166,2.284130461,404.5340724,81.85716881,28.07132006,11.37657417,11.74093032,39.81225039,51.18882456,30.66834425,62.48955872,37.51044128,62.84002459,41.28105792,93.53785193,89.09610811,35.83696689,41.65629736,23.48443308,18.17186428,14.57828637,84.54417232,56.43272459,43.56727541,,,,1.811267944,941.7448984,256.7703143,80,246.6666667,0.324347454,53.66666667,0.217597621,141,238,0.592576196,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s2,39.07673392,27.4258086,150.0303951,25.28208821,14.48816272,42.69756586,12.93764588,55.63521174,73.95864549,49.29577465,34.28642881,76.74557986,23.25442014,30.3006638,2.515608972,,8.40757836,38.33725724,2.197424951,416.9854975,85.17048016,22.26042169,,,,,,,,58.8184732,,,,27.28762215,29.87487488,13.58786262,17.75591864,,83.63341303,43.35106383,56.64893617,,,,1.777650436,901.3229283,274.1602664,79.66666667,247.6666667,0.321639241,53,0.213987201,190.5,242.3333333,0.788853263,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s3,30.36280032,23.50731867,123.2567878,22.4176401,17.33084164,40.09339903,6.176477033,46.26987606,62.65737331,50.82652499,26.22317655,86.5161017,13.4838983,15.66337939,2.186118479,0.52747937,6.664857486,26.74989316,2.431262272,384.919209,76.65484111,20.11340508,14.88244693,4.713535722,26.28395344,41.16640037,36.92079434,52.71850336,47.28149664,64.26740834,60.11987091,85.50724638,88.16998469,30.37629636,29.58819906,12.38960538,13.39599253,6.687970783,77.79440872,47.19782547,52.80217453,,,,1.847851203,1037.547548,344.3947921,66.5,247.6666667,0.268708371,43,0.17372992,187,241,0.779166667,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s4,39.42141302,24.05310392,165.3019644,28.254806,12.27938386,40.06040238,11.77372006,51.83412244,76.34770831,46.25217745,31.80392125,77.40011424,22.59988576,29.23096187,2.434520301,0.781192414,6.319466294,26.18737649,2.40263519,394.3506699,81.07031207,25.51782996,9.610755495,11.50070209,37.89649465,47.50725015,36.31845604,56.59253665,43.40746335,64.80025366,40.3567447,97.75765204,95.79416539,26.12049974,28.66540294,11.21148709,14.53066494,6.992656897,80.67419666,45.46986967,54.53013033,,,,2.154926411,1127.653889,244.0831644,76,248,0.306451613,53,0.213709677,161.6666667,240,0.673572578,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s5,,20.756438,,,20.756438,,,,,,,,,,,,5.097285024,36.31852908,1.299008213,755.4210853,89.9733323,,18.11200348,,,,,,,,87.05635733,,,27.88084954,38.93994511,,,,64.08514682,,,,,,1.884200329,1014.374682,273.681543,,247.3333333,,,,138.3333333,233,0.593374548,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s6,29.30238826,22.21245762,132.1098734,21.05473984,13.9648092,35.01954904,8.247648422,43.26719746,67.84518859,51.34876679,25.75742294,80.80604461,19.19395539,23.95037271,2.970224854,0.735040898,5.426744314,22.0987875,2.370646989,399.9732957,83.43862348,18.50776245,12.54039927,7.868383109,26.37614556,38.91654483,44.52207865,46.59911591,53.40088409,63.07633064,56.31100404,95.64977427,89.9290484,24.60688848,32.7410548,12.09855819,20.64249661,4.96047289,86.14174441,36.95087141,63.04912859,,,,2.010589452,896.2985561,322.8049942,60,248.3333333,0.241611608,40.33333333,0.162418491,95,240,0.395833333,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s7,35.19007426,21.93001674,161.1869414,25.24241861,11.98236108,37.22477969,9.947655658,47.17243535,74.52133463,46.54086143,28.5600455,78.93780395,21.06219605,26.73872672,2.304746195,0.654709612,7.163168502,24.86198747,2.89090817,323.584203,84.46743628,23.1421929,9.908990773,9.781030297,32.9232232,42.83221397,41.63522232,50.69263897,49.30736103,65.66429934,45.19228932,98.27178956,93.46256109,27.69520364,36.75820669,14.2779761,22.48023059,7.531726365,86.55818385,38.9656105,61.0343895,,,,1.441710875,710.9874869,397.5188061,64.66666667,248,0.260809683,44,0.177448355,133.3333333,238.3333333,0.55963357,,,Dixdc1_E01F.xls,Dixdc1,,,
,Dixdc1_E01_hF_F_s8,27.59573252,20.98892555,129.0998217,22.71861307,17.91728623,39.21699371,4.877119451,44.09411316,62.58371138,48.47699287,24.48561631,88.93929574,11.06070426,12.43623998,2.544295211,0.766657901,6.673754818,32.51542202,2.106865136,455.766916,83.19378494,20.68965517,15.0989747,4.448466375,25.13812155,39.7694799,44.2655744,47.32486964,52.67513036,74.97411115,71.5188633,91.2109375,91.09423542,23.42131986,25.91207066,11.41169747,14.27891027,4.381787007,83.09614574,44.41972562,55.58027438,,,,1.855347837,904.398976,320.0049958,58,247.6666667,0.234817814,36.5,0.147773279,150,239,0.62804496,,,Dixdc1_E01F.xls,Dixdc1,,,
Female,Dnaja4_E01_hF_F_s1,49.20439827,40.96743205,122.969549,25.08405166,14.93052854,40.97637826,24.12034661,65.09672487,75.4765394,61.37763387,44.60853574,63.14582673,36.85417327,59.38947413,1.650907952,0.626800179,5.800142969,46.07454504,1.571329767,599.4913289,84.62364152,22.16401594,13.7890092,22.40963792,44.57365386,58.75803422,23.2814142,71.4802481,28.5197519,45.10815898,31.986808,91.6174427,90.10608627,10.54097361,14.18340717,9.304967863,4.87843931,5.534098963,88.45223031,65.73202187,34.26797813,,,,1.109510697,532.5161777,662.6425601,49,251.6666667,0.193675889,23,0.090909091,118,238,0.481632653,50,159.6666667,Dnaja4_E01F_v2.xls,Dnaja4,20.05633687,7.570679305,
,Dnaja4_E01_hF_F_s2,45.0423045,37.47497144,120.6747972,25.96641914,18.39908608,44.36550522,19.07588536,63.44139057,71.08672341,58.99009107,41.25863797,69.92318551,30.07681449,43.26600925,2.220759075,0.915194626,9.01488849,46.65396884,1.777891574,520.9623385,82.0194413,23.71926399,15.91184343,18.05013845,41.76940245,57.68124588,24.33819542,70.15357566,29.84642434,52.69466512,40.38409895,94.30935746,92.60830647,13.17516016,13.69960395,8.978442074,4.721161876,5.014155617,89.31070468,65.48422777,34.51577223,,,,0.969501305,547.463871,733.4072868,61,252.3333333,0.241106719,19,0.075098814,,239.3333333,,56.5,155,Dnaja4_E01F_v2.xls,Dnaja4,20.63550295,7.345071063,
