Sample Name,Sample Number,Length,Tt.Ar,Ma.Ar,Ct.Mask,Ct.Ar_Tt.Ar,Ct.Ar,Ps.Pm,Ec.Pm,Po.Ar,Ct.Po,Ct.Th,J,Imax,Imin,Zmax,Zmin,Dmax,Dmin,App.D,Tiss.D,exp_name,gene_symbol,Le,Apparent Density,Tissue Density,Unnamed: 1
Abca7_E01_F02_CF                          ,11952,,1.77214,1.16025,0.61189,34.44084553,0.61034,4.63,3.818393838,0.00155,0.252,0.1348,0.30048,0.19313,0.10735,0.20843,0.16861,1.853188121,1.273352707,1144.6987,1218.2627,Abca7_E01_CF.xlsx,Abca7,14.544,,,
Abca7_E01_F03_CF                          ,11953,,1.83122,1.16744,0.66378,36.14093337,0.66182,4.696,3.830206745,0.00196,0.295,0.1426,0.33277,0.21425,0.11853,0.22764,0.1812,1.882358109,1.308278146,1142.5413,1214.3652,Abca7_E01_CF.xlsx,Abca7,14.464,,,
Abca7_E01_F04_CF                          ,11954,,1.75061,1.08936,0.66125,37.71199753,0.66019,4.542,3.699905606,0.00106,0.159,0.1482,0.31121,0.19503,0.11619,0.21384,0.18048,1.824074074,1.287566489,1159.2445,1229.5375,Abca7_E01_CF.xlsx,Abca7,14.784,,,
Abca7_E01_F05_CF                          ,11956,,1.71443,1.04281,0.67162,39.04329719,0.66937,4.502,3.61999129,0.00225,0.334,0.1568,0.31501,0.21137,0.10365,0.22302,0.16648,1.895525065,1.245194618,1161.402,1234.8964,Abca7_E01_CF.xlsx,Abca7,14.656,,,
Abca7_E01_F06_CF                          ,11957,,1.72991,1.04594,0.68397,39.41129885,0.68178,4.506,3.625419932,0.00219,0.32,0.1554,0.31842,0.20688,0.11154,0.22696,0.17662,1.82305252,1.263050617,1158.6182,1230.303,Abca7_E01_CF.xlsx,Abca7,14.784,,,
Abca7_E01_F07_CF                          ,11958,,1.55211,0.94426,0.60785,39.05200018,0.60613,4.284,3.444694633,0.00172,0.284,0.1441,0.25587,0.16811,0.08776,0.18453,0.14954,1.822034358,1.173732781,1150.1273,1224.1089,Abca7_E01_CF.xlsx,Abca7,14.752,,,
Acap1_E01_F01_CF                          ,12009,,1.39966,0.81935,0.58031,41.34718432,0.57872,3.741,3.208777924,0.00159,0.274,0.1487,0.2154,0.13877,0.07663,0.17154,0.13292,1.617931678,1.153024376,1151.3104,1221.1858,Acap1_E01_CF.xlsx,Acap1,14,,,
Acap1_E01_F02_CF                          ,12010,,1.59277,0.94126,0.65151,40.78241052,0.64957,4.26,3.439218226,0.00194,0.298,0.1572,0.27275,0.17072,0.10203,0.199,0.1612,1.715778894,1.265880893,1156.3214,1223.9,Acap1_E01_CF.xlsx,Acap1,14.528,,,
Acap1_E01_F03_CF                          ,12011,,1.53121,0.87926,0.65195,42.42918999,0.64968,4.178,3.324019709,0.00227,0.348,0.1596,0.2632,0.17003,0.09316,0.20265,0.15311,1.67806563,1.21690288,1164.0468,1234.4788,Acap1_E01_CF.xlsx,Acap1,14.736,,,
Acap1_E01_F04_CF                          ,12012,,1.60474,0.97054,0.6342,39.42632451,0.63269,4.311,3.492300866,0.00151,0.239,0.1518,0.2707,0.17118,0.09952,0.19631,0.15817,1.743976364,1.258392868,1160.7061,1231.3469,Acap1_E01_CF.xlsx,Acap1,14.464,,,
Acap1_E01_F05_CF                          ,12014,,1.57453,0.91966,0.65487,41.46253168,0.65284,4.234,3.399527673,0.00203,0.31,0.1569,0.27165,0.17328,0.09838,0.20198,0.15825,1.715813447,1.243349131,1157.1566,1226.7535,Acap1_E01_CF.xlsx,Acap1,14.576,,,
Acap1_E01_F06_CF                          ,12015,,1.63144,0.91094,0.7205,44.0236846,0.71822,4.459,3.383372526,0.00228,0.317,0.1727,0.30623,0.19828,0.10795,0.22556,0.17755,1.758113141,1.215995494,1176.5045,1242.3433,Acap1_E01_CF.xlsx,Acap1,14.928,,,
Acap1_E01_F07_CF                          ,12016,,1.77387,1.05693,0.71694,40.31524294,0.71514,4.679,3.644416839,0.0018,0.251,0.1591,0.34047,0.22077,0.1197,0.2372,0.19016,1.861467116,1.25893984,1169.8232,1239.0721,Acap1_E01_CF.xlsx,Acap1,14.848,,,
Acap1_E01_F08_CF                          ,12017,,1.57579,0.95871,0.61708,39.07627285,0.61576,4.254,3.470951623,0.00132,0.215,0.1494,0.25822,0.16159,0.09663,0.18744,0.15416,1.724178404,1.25363259,1156.391,1229.7462,Acap1_E01_CF.xlsx,Acap1,14.528,,,
ACSF2_E01_F01_CF                          ,4412,14.4,1.60133,1.02215,0.57918,36.08562882,0.57785,4.202,3.583952528,0.00133,0.229,0.1339,0.25309,0.16142,0.09166,0.19278,0.13983,1.674655047,1.311020525,1149.501,1227.8671,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F02_CF                          ,4413,14.27,1.60782,0.94497,0.66285,41.13395778,0.66136,4.191,3.445989443,0.00149,0.226,0.1584,0.28317,0.18106,0.10211,0.20077,0.15847,1.803655925,1.288698176,1189.5192,1267.1893,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F03_CF                          ,4414,14.74,1.51316,0.84613,0.66703,43.94776494,0.665,4.103,3.260794868,0.00203,0.305,0.169,0.26018,0.16315,0.09703,0.19811,0.15319,1.647064762,1.266792872,1183.6034,1257.7241,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F04_CF                          ,4415,14.26,1.47033,0.87646,0.59387,40.29639605,0.59249,3.968,3.318722825,0.00138,0.231,0.149,0.22885,0.14337,0.08548,0.17654,0.13206,1.62422114,1.294563077,1155.5559,1229.8158,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F05_CF                          ,4417,14.4,1.47595,0.85407,0.62188,42.02310376,0.62024,3.946,3.276058631,0.00164,0.263,0.1555,0.23742,0.14546,0.09196,0.17545,0.1439,1.658136221,1.278109798,1156.6694,1224.8744,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F06_CF                          ,4418,14.94,1.53027,0.84942,0.68085,44.3758291,0.67907,4.261,3.267128177,0.00178,0.262,0.1674,0.26954,0.17174,0.0978,0.20352,0.158,1.687696541,1.237974684,1180.3324,1249.8597,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F07_CF                          ,4419,14.99,1.55699,0.86379,0.6932,44.42289289,0.69166,4.268,3.294647974,0.00154,0.222,0.1726,0.2778,0.17448,0.10332,0.20777,0.16522,1.679549502,1.250696042,1182.8379,1250.5557,Acsf2_E01_CF.xlsx,Acsf2,,,,
ACSF2_E01_F08_CF                          ,4420,13.98,1.32674,0.77928,0.54746,41.18968298,0.54648,3.618,3.129332404,0.00098,0.178,0.1463,0.19079,0.11881,0.07198,0.15341,0.11732,1.548921192,1.227071258,1162.5852,1239.3506,Acsf2_E01_CF.xlsx,Acsf2,,,,
Acsm2_E01_F01_CF                          ,9158,,1.49748,0.87704,0.62044,41.34078585,0.61907,3.985,3.319820731,0.00137,0.22,0.1568,0.24411,0.15237,0.09174,0.18378,0.14841,1.658178257,1.236304831,1153.6768,1222.2297,Acsm2_E01_CF.xlsx,Acsm2,14.352,,,
Acsm2_E01_F02_CF                          ,9159,,1.66575,0.98127,0.68448,40.9707339,0.68247,4.525,3.511552718,0.00201,0.293,0.1607,0.30091,0.19069,0.11022,0.22012,0.17409,1.7326004,1.266241599,1143.0284,1207.4056,Acsm2_E01_CF.xlsx,Acsm2,14.864,,,
Acsm2_E01_F03_CF                          ,9160,,1.62695,1.00006,0.62689,38.42465964,0.62515,4.378,3.545014047,0.00174,0.277,0.1462,0.27745,0.18062,0.09683,0.20201,0.15708,1.788228306,1.232874968,1149.2921,1221.5338,Acsm2_E01_CF.xlsx,Acsm2,14.544,,,
Acsm2_E01_F04_CF                          ,9161,,1.56357,0.93556,0.62801,40.06536324,0.62645,4.243,3.428788954,0.00156,0.248,0.1536,0.26381,0.17184,0.09197,0.1976,0.14783,1.739271255,1.244267064,1144.2115,1213.3213,Acsm2_E01_CF.xlsx,Acsm2,14.56,,,
Acsm2_E01_F05_CF                          ,9163,,1.56716,0.93724,0.62992,40.06865923,0.62794,4.282,3.431866139,0.00198,0.314,0.152,0.26904,0.17984,0.0892,0.19966,0.1474,1.801462486,1.210312076,1140.9406,1208.7279,Acsm2_E01_CF.xlsx,Acsm2,14.672,,,
Acsm2_E01_F06_CF                          ,9164,,1.69737,0.99317,0.7042,41.38520181,0.70246,4.44,3.5327811,0.00174,0.247,0.162,0.32009,0.21056,0.10953,0.22875,0.17177,1.840961749,1.275310008,1151.2408,1216.0356,Acsm2_E01_CF.xlsx,Acsm2,14.624,,,
Acsm2_E01_F07_CF                          ,9165,,1.505,0.88975,0.61525,40.78671096,0.61384,4.008,3.343789505,0.00141,0.228,0.1502,0.24387,0.15156,0.09232,0.18562,0.15052,1.633013684,1.22668084,1150.3361,1218.889,Acsm2_E01_CF.xlsx,Acsm2,14.384,,,
