Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,AP_Intensity,TRAP_Intensity,exp_name,gene_symbol,AP_Background_Intensity,TRAP_Background_Intensity,Osteocytes_N
,Adck2_E01_hV_F_s3,46.58560959,,,46.58560959,,,,,,,,,,,,,12.30743659,40.40880501,3.269963841,267.2440622,79.31537703,44.67021985,,,,,,,,95.88845191,,,,18.4669118,20.37637723,,,,83.97207335,,,,,,3.436905603,1456.220128,251.6401849,41.5,250.6666667,0.165338645,25,0.099601594,104,241.6666667,0.43153527,57,171.6666667,Adck2_E01V_v2.xls,Adck2,23.35695542,21.21481821,
,Adck2_E01_hV_F_s4,55.65152196,21.92205492,266.020202,41.51839283,6.226749336,48.84853853,15.69530558,64.54384411,90.35268286,33.96459448,40.11957484,75.68272266,24.31727734,32.13055304,1.073546069,0.430551535,23.25444122,59.81441093,4.29330994,178.7561575,75.29407148,34.88429452,4.614703277,13.30380868,47.3870682,52.00177148,23.36581045,68.99753202,31.00246798,62.73351506,20.18597443,82.61826183,81.25759417,28.74166938,,,,,,,,,,,4.233937796,1445.9583,313.0896007,50,250.6666667,0.199447543,31.33333333,0.12499336,66,241,0.273850491,55,162.6666667,Adck2_E01V_v2.xls,Adck2,24.36876917,22.51965415,
,Adck2_E01_hV_F_s5,48.56686619,22.7643235,216.0551902,34.9629649,7.472626817,41.47529334,15.29169668,56.76699002,86.68779442,40.16311617,36.02934335,73.14908942,26.85091058,36.74554212,1.276546298,0.461038177,12.635098,42.26954657,3.154066798,277.1898884,80.2452604,31.29651031,6.532794896,13.35242082,43.80175249,50.33454739,28.89749846,63.55079581,36.44920419,64.50865846,28.32586864,92.9645063,88.85521846,21.92422746,24.17727351,15.35036855,9.871021165,11.33014079,81.7077206,61.58215893,38.41784107,,,,3.885314762,1801.813006,232.5484386,51,251,0.203187251,32,0.12749004,91.16666667,240.6666667,0.378799357,53.66666667,158,Adck2_E01V_v2.xls,Adck2,22.92332594,23.2420503,
,Adck2_E01_hV_F_s6,51.10096527,28.96951528,176.8992662,33.65363952,11.52218953,45.17582905,17.44732575,62.6231548,81.62695337,46.2542719,40.03524028,72.11877473,27.88122527,38.71968556,1.298673893,0.51348229,15.91840721,54.76395242,2.921773372,288.896671,83.52380587,31.15303948,9.750061576,15.42573217,46.57877166,56.32883323,27.19497264,67.43731862,32.56268138,60.95241863,33.53310072,91.88069438,91.14546072,19.2754187,20.02270017,12.65693745,7.365762719,9.916244279,86.85460592,63.22342955,36.77657045,,,,2.334277131,2027.556138,261.9604868,48.33333333,250.6666667,0.192818061,29,0.115691899,108,238.6666667,0.453781513,63,167.3333333,Adck2_E01V_v2.xls,Adck2,25.52336501,20.43489685,
,Adck2_E01_hV_F_s7,47.5666976,32.60640061,146.4336844,28.64991923,13.68962223,42.33954146,18.91677838,61.25631983,77.62060498,53.26426281,40.0865491,69.11513221,30.88486779,44.68805178,1.510989513,0.605755952,20.18975526,60.55612804,3.331566435,240.0238216,81.07226234,25.96344944,12.45205863,16.79022295,42.75367239,55.20573102,25.86653132,68.07412498,31.92587502,54.45215259,37.01922871,91.5589327,89.81370631,13.469315,16.87790153,10.82495915,6.052942381,7.639291655,89.77755087,64.98635796,35.01364204,,,,2.758173632,1305.481572,286.3203472,44.33333333,251,0.176626826,24.66666667,0.098273572,88,238,0.369670354,61.66666667,133.3333333,Adck2_E01V_v2.xls,Adck2,25.93045136,19.4422364,
,Adck2_E01_hV_F_s8,57.91053006,30.53906818,189.7964195,36.49441417,9.12295229,45.61736646,21.41611589,67.03348235,86.43222642,45.59922091,44.22479912,67.96855267,32.03144733,47.44241854,1.441859771,0.637868205,19.87909974,60.43354224,3.028875834,269.7313113,75.52802977,29.62692455,7.46968265,17.29391366,46.9208382,54.39052085,21.13750892,72.13998341,27.86001659,51.17969024,24.30843098,83.1610089,81.07681904,16.67260207,18.89761186,12.99420607,5.903405793,9.795406084,88.80252664,69.90471915,30.09528085,,,,2.477769477,1667.280672,269.550091,50.33333333,250.6666667,0.200818061,29.33333333,0.117035857,81,238.6666667,0.3393575,58.66666667,158,Adck2_E01V_v2.xls,Adck2,24.20432392,22.04425403,
Female,Akap11_E01_hV_F_s1,53.83363245,24.57438394,220.555631,38.61586951,9.356621006,47.97249052,15.21776294,63.19025345,85.24793909,38.79887872,39.2040082,75.95318219,24.04681781,31.71052588,1.488949939,0.581263444,14.863024,54.4390199,2.984485935,286.0410225,77.68051482,33.88146231,7.371411624,13.56367887,47.44514118,54.81655281,22.86396201,70.50743185,29.49256815,62.9639339,29.29055812,90.24577143,88.10296049,13.09259577,14.33082375,9.889891827,4.440931923,8.053690429,86.97504353,69.55212278,30.44787722,,,,2.829657946,1630.722115,254.4817433,51.33333333,251,0.204515272,28.33333333,0.112881806,84.33333333,235.6666667,0.357919622,71.66666667,157.3333333,Akap11_E01V_v2.xls,Akap11,34.78218664,21.22219929,
,Akap11_E01_hV_F_s2,46.99372806,28.76419314,163.2665068,30.19272767,11.96319275,42.15592043,16.80100038,58.95692081,79.65674594,48.80055947,37.8789606,71.54269458,28.45730542,40.27404792,1.581987244,0.597373548,14.61881005,55.33096583,2.622891626,327.77941,81.11488828,28.34102647,9.941121346,14.12631302,42.46733949,52.40846084,28.70642744,64.59289664,35.40710336,60.4542692,34.46399404,89.99311726,90.41152454,12.62115017,13.79280548,8.476391519,5.31641396,6.069144966,87.57997762,61.97870234,38.02129766,,,,2.564011237,1718.272123,249.6477942,52.33333333,251,0.208499336,27.66666667,0.110225764,,237,,75.66666667,176,Akap11_E01V_v2.xls,Akap11,30.6983356,22.01697754,
,Akap11_E01_hV_F_s3,46.11369855,18.88935548,244.254274,35.25704806,8.032704996,43.28975306,10.85665048,54.14640354,84.98787405,34.79753018,32.50152701,80.21459577,19.78540423,24.79606792,1.681214766,0.596469233,17.38137755,55.11230336,3.183248041,260.0888906,81.83111159,32.15538127,6.703613004,9.534514075,41.68989535,48.39350835,33.43760324,59.01183969,40.98816031,70.10337894,36.04821261,91.94028608,90.55460808,23.10987573,24.05416706,14.23217881,9.821988248,11.67201286,88.37511038,59.27120579,40.72879421,,,,2.784720075,1777.44056,293.2940368,47.5,250.6666667,0.189243028,25.5,0.101593625,90.66666667,233,0.389550224,74,182,Akap11_E01V_v2.xls,Akap11,28.59526552,22.02808133,
,Akap11_E01_hV_F_s4,48.37130268,15.31600643,318.4078399,38.27308188,5.217785631,43.49086751,10.0982208,53.58908831,90.24403639,28.47066131,31.84365456,81.2853023,18.7146977,23.12314663,1.475318691,0.464851376,16.61469293,50.23975795,3.280335474,258.1268027,80.9066029,35.238141,4.515794301,9.379487941,44.61762894,49.13342324,31.77317966,60.70880227,39.29119773,73.02238953,29.41090555,93.12469371,92.24565339,21.44148658,22.87651679,12.52051673,10.35600006,10.83126269,87.98386558,54.67838344,45.32161656,,,,2.976678818,1796.560349,250.7925566,47.25,250.6666667,0.18863745,27.5,0.109792829,67,240.3333333,0.278772201,67.5,164.6666667,Akap11_E01V_v2.xls,Akap11,27.19210376,20.46420143,
,Akap11_E01_hV_F_s5,45.23464833,26.16821425,196.3294799,32.40078403,10.51531019,43.89096243,12.8338643,56.72482672,79.97369994,42.38774916,34.77934551,77.6385509,22.3614491,29.14817769,1.580519862,0.524904138,15.78594597,58.52152902,2.695690541,313.5277487,85.90261748,30.08134451,9.275511873,12.0095218,42.09086632,52.1038609,32.17356259,61.75559029,38.24440971,66.60312683,35.72401169,94.55951281,93.02042656,14.77209577,19.10905349,14.37393247,10.51767179,11.91696229,89.76486385,57.74610715,42.25389285,,,,2.438568768,1711.097183,267.1062256,49.5,250.6666667,0.197577689,28,0.111776892,96.33333333,237.3333333,0.406627655,67,151.6666667,Akap11_E01V_v2.xls,Akap11,28.48995712,21.28180561,
,Akap11_E01_hV_F_s6,51.64737838,23.34254605,203.9809635,34.81603458,9.753185629,42.94782961,13.58936042,56.53719003,82.55325793,40.83467026,35.06327522,76.61207181,23.38792819,31.39397196,1.568951614,0.536089229,,64.79654069,,,88.39674284,32.85725157,8.95980443,12.47256595,43.72138673,52.68119116,35.02403783,59.90527455,40.09472545,64.61565317,39.86199351,94.30343564,93.40159026,14.27690604,14.88334469,9.559271297,7.223743886,7.384574711,90.64565844,58.85373749,41.14626251,,,,2.772481997,1813.775726,279.2063084,49.66666667,251,0.197875166,27,0.107569721,92,225.3333333,0.408390692,77,157.5,Akap11_E01V_v2.xls,Akap11,33.21624746,21.94057685,
,Akap11_E01_hV_F_s7,51.29180124,17.32927431,373.949589,43.02759473,6.28519455,48.47549548,8.264206506,56.73970199,90.3621732,24.2148668,32.50195425,85.42296,14.57704,17.06554711,1.351273563,0.385936579,14.76270402,49.99537299,2.952702898,289.3036974,83.61214301,36.55855199,6.045759841,7.082118562,43.64067055,48.55442177,29.88338192,61.90181199,38.09818801,75.5112282,32.12555613,90.10819165,90.1392548,18.32322686,19.50220652,13.09711219,9.351980304,11.8622449,84.64624517,58.90225664,41.09774336,,,,2.655604093,1781.375602,253.4001986,46,250.6666667,0.183266932,27.5,0.109561753,66.66666667,239.6666667,0.278152977,70.33333333,150.8333333,Akap11_E01V_v2.xls,Akap11,29.59882993,20.44164036,
