Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,exp_name,gene_symbol,AP_Intensity,TRAP_Intensity,AP_Background_Intensity,TRAP_Background_Intensity
,AAA_E28_hV_F_s5,62.15950956,35.16048659,178.6722095,37.12346784,10.12444487,47.24791272,25.03604172,72.28395444,86.02450949,48.48635987,48.65999808,65.48913064,34.51086936,52.92719416,1.401443146,0.66972755,22.20385333,61.93843902,3.626321121,219.7586801,91.8132092,34.81385345,9.222885347,25.02767962,59.84153307,69.06441842,22.74879078,75.22985791,24.77014209,56.11264849,25.47450477,97.97278062,96.31851723,24.64792737,27.60508362,19.60853592,7.996547704,17.28542706,89.69789105,72.03081121,27.96918879,,,,2.83950963,1789.321606,148.241482,48,237.6666667,0.195918367,31,0.126530612,98.33333333,231.3333333,0.425423187,AAA_E28V.xls,AAA_E28,90,163,,
,AAA_E28_hV_F_s6,65.00386265,36.8746999,181.5359707,37.97610818,9.846945433,47.82305361,27.02775447,74.85080808,86.91245214,48.73714092,50.93928127,64.35040694,35.64959306,56.2654548,1.48293637,0.81057539,24.82566952,65.41480034,3.751977384,201.1114519,91.5934528,36.57934975,9.665228641,25.5828981,62.16224785,71.82747649,19.76597631,78.17246476,21.82753524,56.71044226,26.05373779,96.87876364,95.48756095,24.45033066,24.8356614,19.34091622,5.494745181,16.30189944,89.2941081,77.59829811,22.40170189,,,,2.651521754,1932.957102,119.1546107,45,234.3333333,0.186721992,29,0.12033195,82,228.3333333,0.343096234,AAA_E28V.xls,AAA_E28,111,153,,
,AAA_E28_hV_F_s7,68.87132495,31.1212661,225.3111379,45.82768892,8.077630069,53.90531899,23.04363603,76.94895502,89.49982218,40.35245785,49.99629553,70.14771997,29.85228003,42.90077368,1.301027434,0.671286078,21.20815377,61.37093507,3.461006789,228.3439911,93.66727892,44.55327655,7.860567841,22.22262771,66.77590427,74.63647211,19.03080681,79.65658588,20.34341412,64.75729558,25.13068894,97.67642773,96.93991365,35.27891806,33.55406483,27.77838482,5.775680008,25.11931234,93.89469503,82.73348932,17.26651068,,,,2.822695188,1855.13177,110.3476199,62,234,0.266431093,37,0.158726728,74.33333333,236.3333333,0.314853366,AAA_E28V.xls,AAA_E28,110.6666667,169.3333333,,
,AAA_E28_hV_F_s8,50.00246539,32.16562746,159.2451532,31.89238156,14.05554363,45.9479252,18.11008383,64.05800903,78.08068046,49.65065901,41.08404643,72.26866053,27.73133947,39.04705313,1.287809959,0.502561478,22.95960344,58.12601928,3.952127619,194.9547285,92.02203593,31.14151267,13.69527818,17.41966278,48.56117545,62.25645363,29.76558229,67.54812976,32.45187024,62.87334642,42.35575299,97.87133809,97.05411424,30.26304051,30.67769546,20.02096093,10.65673453,14.83501995,92.09713158,65.08334075,34.91665925,,,,2.927553515,1777.249937,145.9561504,42.66666667,243.6666667,0.175138861,25.66666667,0.105354292,86.33333333,235.3333333,0.367525036,AAA_E28V.xls,AAA_E28,103,169.5,,
Female,AAA_E29_hV_F_s1,56.66728337,26.34404689,215.9741647,39.10771436,8.784477887,47.89219225,17.55956901,65.45176126,86.59480515,40.19859058,41.50566513,73.20660427,26.79339573,36.63975084,1.413039318,0.586165088,18.44387832,56.8246852,3.246116089,251.2986772,87.77462291,37.20855278,8.927299374,15.65174961,52.86030239,61.78760176,25.98702114,70.3933374,29.6066626,64.81468051,31.87835777,92.01109996,92.00135172,31.2444464,22.83029038,14.52779157,8.302498808,12.23054515,89.33099741,63.80470011,36.19529989,,,,2.760967733,1706.093196,117.8543588,46.33333333,244.3333333,0.189653145,28.66666667,0.11734274,95.33333333,238,0.400697313,AAA_E29V.xls,AAA_E29,96.66666667,170,,
,AAA_E29_hV_F_s2,59.91919886,25.34259991,237.2577003,42.62660015,8.050001194,50.67660134,17.29259872,67.96920006,88.00597798,37.16111159,42.63089939,74.83291042,25.16708958,33.85171728,1.073924977,0.465902391,28.01081201,60.04201366,4.722428601,151.7134377,89.3984196,41.35120851,7.320487674,15.84052128,57.19172979,64.51221746,24.88620214,72.04629045,27.95370955,69.33433123,29.14366551,95.57237081,95.39061738,19.31813281,19.54366556,13.50703735,6.03662821,11.39816896,89.21609919,71.73458124,28.26541876,,,,2.6664954,1550.518624,141.9333391,46.5,240,0.194415385,29.5,0.123252084,100,234.6666667,0.426288952,AAA_E29V.xls,AAA_E29,99,192.3333333,,
,AAA_E29_hV_F_s3,61.28224764,24.55939841,242.6236823,42.4608318,7.812467747,50.56012801,16.74693066,67.30705867,88.38942854,36.49815577,42.02699466,75.11241569,24.88758431,33.15509247,1.434282606,0.539497559,19.55548059,55.10999609,3.559109948,229.2831001,88.54070412,40.16317284,7.321496029,15.74211841,56.50708936,63.82858539,24.44075252,72.31492918,27.68507082,65.70344518,28.82403695,95.62196968,94.99384763,22.35507363,22.71502541,19.39050577,7.306736767,16.88294171,85.95761497,73.734459,26.265541,,,,2.414452142,1483.824569,124.38306,49.33333333,242.6666667,0.203368046,31.33333333,0.129145004,96,237.6666667,0.404189927,AAA_E29V.xls,AAA_E29,91,177,,
,AAA_E29_hV_F_s4,60.7855026,26.80883565,227.4884029,42.0004852,8.023818244,50.02430344,18.7850174,68.80932085,88.3290146,38.91520647,43.79716912,72.75577893,27.24422107,37.61997486,1.583180939,0.69192015,23.81834141,58.8380238,3.690819255,213.1153666,90.24226453,39.50962329,7.819462074,17.62623584,57.13585913,64.9553212,25.28694333,71.89605314,28.10394686,64.98945678,28.68417533,94.5579444,93.87951209,26.20246648,21.61866884,15.05092688,6.567741962,12.34712644,86.1345744,69.79073842,30.20926158,,,,2.751044096,1518.14404,105.6237862,49.33333333,243.6666667,0.202513927,29.66666667,0.121771507,96.33333333,234.6666667,0.410686203,AAA_E29V.xls,AAA_E29,93.66666667,184,,
,AAA_E29_hV_F_s5,52.12373933,26.84256287,178.8090486,34.95442203,11.76284686,46.935609,17.1693173,64.1049263,81.31003706,45.47311096,40.6371218,73.21685198,26.78314802,36.58057851,1.412337949,0.652719033,20.4102481,56.607403,3.606603824,220.9800592,90.33017327,34.23681148,10.97201373,16.18502715,50.42183863,61.83572537,28.74321179,68.26722338,31.73277662,65.68372093,39.8602931,97.23274104,96.73488372,21.8933693,14.98726142,7.02094647,4.732350659,5.794220326,83.28683643,59.7359736,40.2640264,,,,2.439230593,1188.501978,124.8161033,41,244.6666667,0.167599627,25.66666667,0.10491359,88,240.3333333,0.368200837,AAA_E29V.xls,AAA_E29,88.33333333,172,,
,AAA_E29_hV_F_s6,52.90808003,24.72704905,225.0932836,36.54676729,8.157773335,47.24742427,16.56927572,63.81669998,87.21686747,38.74698795,40.19298785,74.03614458,25.96385542,35.06916192,1.358516963,0.757680732,14.71162562,59.12925649,3.043216916,275.2847973,87.23188992,35.208607,7.64262648,15.60049208,53.09856989,60.74119637,28.57142857,68.00964187,31.99035813,66.80167423,30.36969141,96.11558503,95.39991712,21.52846142,21.82442155,8.188528372,4.259572505,6.812240504,87.22186997,65.78134651,34.21865349,,,,2.530990122,1201.417995,110.810686,43.66666667,243.6666667,0.179252346,26.33333333,0.108060777,97,237.8333333,0.407658493,AAA_E29V.xls,AAA_E29,88.5,194.6666667,,
