BMD,BS,BS/BV,BS/TV,BV,BV/TV,Conn.D,DA,SMI,Sample Name,Sample Number,TMD,TV,Tb.N,Tb.Sp,Tb.Sp.SD,Tb.Th,Tb.Th.SD,exp_name,gene_symbol,Gender
172.5807375,18.489325,38.9516875,8.28316066056735,0.5034500000000001,0.22537500000000002,144.75791249999997,1.8409875,1.1143,Average,,830.8135,2.2279375,4.2977375,231.5,108.1875,57.4625,15.850000000000001,P4hb_E01.xlsx,P4hb,Female
171.232675,18.597462500000002,39.343262499999994,8.321068619168704,0.5019875,0.224075,145.02395,1.822675,1.073075,Average,,818.8091250000001,2.234325,4.315449999999999,230.77499999999998,105.7375,56.4375,15.137500000000001,Pdcd6ip_E01.xlsx,Pdcd6ip,Female
174.4905,16.5342625,39.156662499999996,8.35057992076202,0.450475,0.22755000000000003,141.97521250000003,1.9095875,1.1390875,Average,,845.97925,1.9816999999999998,4.400062500000001,224.2625,97.60000000000001,56.4,15.037500000000001,Piezo2_E01.xlsx,Piezo2,Female
193.42759999999998,20.933075000000002,37.5270625,9.148709264728282,0.5848374999999999,0.25555,174.19411249999996,1.7670375,0.8245500000000001,Average,,804.421875,2.2897,4.489562500000001,223.04999999999998,116.3,58.3875,15.475000000000001,Plod2_E01.xlsx,Plod2,Female
172.46841250000003,17.6298625,41.060875,8.52512380190872,0.45859999999999995,0.221675,174.47907499999997,1.8140749999999999,1.1841625,Average,,789.312375,2.0681875,4.4146375,223.76250000000002,99.53750000000001,54.7125,15.1,Ppfia1_E01.xlsx,Ppfia1,Female
168.70505,18.838916666666666,38.82639999999999,8.183156811224846,0.5143333333333333,0.22405,139.41128333333333,1.89225,1.1736666666666666,Average,,823.7896666666666,2.3061166666666666,4.318066666666667,226.86666666666665,99.93333333333334,57.53333333333333,15.25,Rab10_E01.xlsx,Rab10,Female
159.3648875,19.201625,41.37004999999999,8.109817810731629,0.49668750000000006,0.209425,151.206175,1.7952,1.2613125,Average,,812.438125,2.3590625,4.4598625,223.17499999999998,95.15,54.762499999999996,14.875000000000002,Rbpj_E01.xlsx,Rbpj,Female
182.506675,19.9998875,37.8765,8.452272518749204,0.5556,0.2347875,141.0845125,1.8845124999999996,0.9794125,Average,,835.917,2.36645,4.4876375,219.54999999999995,94.31250000000001,58.462500000000006,15.5,Robo1_E01.xlsx,Robo1,Female
189.40748750000003,19.5270875,38.109362499999996,8.861621619736681,0.5397000000000001,0.245075,157.29179999999997,1.811425,0.9633250000000001,Average,,827.4032500000001,2.2016875000000002,4.6344375,211.1625,88.7,57.87499999999999,15.549999999999999,Satb1_E01.xlsx,Satb1,Female
165.29362857142857,15.728642857142859,39.75438571428572,7.921761275584122,0.42634285714285713,0.2140714285714286,134.73517142857142,1.8376571428571429,1.3261714285714283,Average,,814.8315714285715,1.9771857142857148,4.243871428571429,234.58571428571426,106.4857142857143,56.48571428571429,15.357142857142858,Slain2_E01.xlsx,Slain2,Female
184.344225,18.677500000000002,37.349737499999996,8.506027576892413,0.5269375,0.240075,139.4863875,1.801825,0.9760249999999999,Average,,832.330125,2.1882625,4.453175,222.25,96.6125,59.037499999999994,15.9375,Slbp_E01.xlsx,Slbp,Female
163.57758750000002,16.9689,38.4680375,7.820203758053324,0.47180000000000005,0.2172875,129.14202500000002,1.835375,1.1215499999999998,Average,,836.4705,2.173075,4.0531375,246.64999999999998,118.82500000000002,57.875000000000014,15.825,Slmap_E01.xlsx,Slmap,Female
167.7902875,20.413762499999997,39.0588625,8.212774653598432,0.551675,0.2219875,137.4959875,1.8912500000000003,1.1142375,Average,,841.9190000000001,2.4854749999999997,4.194875,236.18750000000006,116.83749999999999,57.73749999999999,15.737499999999999,Smg6_E01.xlsx,Smg6,Female
181.343175,18.6509,37.4416875,8.299386611556393,0.5238125,0.23307500000000003,140.60129999999998,1.8029875,1.001875,Average,,837.03225,2.2486375,4.2825125,229.775,102.93750000000001,59.199999999999996,16.212500000000002,Spc25_E01.xlsx,Spc25,Female
187.39339999999999,19.388075,37.648275,8.855561430345091,0.5426625,0.247525,150.96588749999998,1.8526375000000002,0.8612375,Average,,834.504625,2.192375,4.371437500000001,226.9875,110.2125,58.0,15.375,Stt3b_E02.xlsx,Stt3b,Female
172.50852499999996,17.1050875,39.754512500000004,8.209006870951429,0.45997499999999997,0.22057500000000002,147.19517499999998,1.8548125,1.2076375,Average,,826.961875,2.0841125,4.3806125,225.73749999999998,99.4125,56.112500000000004,15.05,Tctn3_E01.xlsx,Tctn3,Female
203.85105,22.7359875,36.477725,9.208608358653983,0.653525,0.2642375,162.44070000000002,1.782475,0.7576625,Average,,817.12425,2.4710625000000004,4.6961125,209.375,95.0375,60.075,16.0,Tgfbr3_E01.xlsx,Tgfbr3,Female
180.059275,18.566137499999996,37.398712499999995,8.367283413844289,0.5213875,0.23495,134.3440875,1.8391374999999999,0.9217124999999999,Average,,836.711125,2.22105,4.29105,229.8625,105.85000000000001,58.4875,15.512500000000001,Thsd4_E01.xlsx,Thsd4,Female
167.3008125,19.7073625,38.8674125,8.164807418575462,0.5367375,0.22265,137.558075,1.8249875,1.077275,Average,,815.4871250000001,2.4172624999999996,4.149075,239.2625,119.76249999999999,57.362500000000004,15.237499999999997,Tm2d3_E01.xlsx,Tm2d3,Female
161.1944,19.004787500000003,41.2000625,8.212870885241758,0.49223750000000005,0.21270000000000003,148.417575,1.8263375000000002,1.221475,Average,,806.853125,2.3193625,4.4330375,223.9875,99.47500000000001,55.0,14.775,Tmco1_E01.xlsx,Tmco1,Female
169.0741875,16.419025,38.38125,7.825360068106911,0.4569375000000001,0.21764999999999998,128.69,1.868725,1.15615,Average,,846.324125,2.096175,3.9866624999999996,251.5375,125.375,57.9625,15.637500000000001,Tnnc1_E01.xlsx,Tnnc1,Female
176.86567499999998,18.71905,39.15752500000001,8.531084450115973,0.5087875000000001,0.23164999999999997,149.55271249999998,1.8669375000000001,1.0616125,Average,,820.686875,2.19555,4.479325,218.4125,97.06250000000001,56.800000000000004,15.200000000000001,Twist2_E01.xlsx,Twist2,Female
166.1052125,14.666075000000001,39.384975000000004,7.877461055222815,0.40141249999999995,0.21551250000000002,126.6432625,1.90385,1.2687625,Average,,809.0600000000001,1.8660000000000003,4.3580875,226.3,92.80000000000001,56.5,14.887500000000001,Xylt1_E01.xlsx,Xylt1,Female
173.72820000000002,20.7703125,39.1153375,8.500186513212135,0.5601499999999999,0.2291,151.89545,1.8474125000000003,1.0068375,Average,,819.042,2.4385375,4.34915,228.72500000000002,105.45,56.8375,15.575,Zfp706_E01.xlsx,Zfp706,Female
