BMD,Ct.Ar,Ct.Ar/Tt.Ar,Ct.Po,Ct.Th,Ec.Pm,I_max,I_max/C_max,I_min,I_min/C_min,J,Length,Ma.Ar,Po.A,Ps.Pm,Sample Name,Sample Number,TMD,Tt.Ar,exp_name,gene_symbol,Gender
1217.29155,0.63671,0.43067650584253175,0.0023524999999999796,0.15913750000000002,3.3388522321250687,0.1615825,0.190935,0.08918375,0.15235375,0.250765,14.020000000000001,0.83973375,0.0014937499999999604,4.345659421305722,Average ,,1309.9469749999998,1.4779375000000001,Meis1_E01.xlsx,Meis1,Female
1219.4580624999999,0.6873575,0.4175285751663899,0.003107500000000013,0.161425,3.583200437144267,0.20057499999999998,0.21962749999999998,0.1053825,0.16834625,0.30596,14.708749999999998,0.9583337500000002,0.0021799999999999875,4.601415055454733,Average ,,1313.7263999999998,1.6478712500000001,Ndc80_E01.xlsx,Ndc80,Female
1223.1652875,0.66804625,0.43173215644961066,0.002451250000000002,0.164575,3.4124506256426024,0.18173625,0.20693124999999998,0.09463375,0.15502,0.27637125,14.504285714285714,0.87763875,0.0016437500000000133,4.450535289134876,Average ,,1316.03735,1.54732875,Nup205_E01.xlsx,Nup205,Female
1206.27435,0.6729399999999999,0.42729330452232395,0.0027437499999999893,0.16465000000000002,3.458113443693583,0.186145,0.21048875,0.0987975,0.1564225,0.28494375,14.364285714285714,0.90139,0.0018299999999999844,4.5008200008849695,Average ,,1296.8113875,1.57616,P3h1_E01.xlsx,P3h1,Female
1237.7211750000001,0.6900899999999999,0.4337742624985443,0.002368750000000003,0.16843750000000002,3.4704892150895406,0.19803874999999999,0.21605000000000002,0.099525,0.16033250000000004,0.29756499999999997,14.4175,0.9031475,0.0016387499999999805,4.531704382846016,Average ,,1332.069725,1.5948762499999998,P4hb_E01.xlsx,P4hb,Female
1210.4870624999999,0.6904775,0.4313198492149165,0.002121249999999991,0.16827499999999998,3.473441130145749,0.19453874999999998,0.21535875,0.10185749999999999,0.16274125,0.29639875,14.525,0.90953375,0.0014674999999999966,4.535363156249282,Average ,,1297.5656749999998,1.60147875,Pdcd6ip_E01.xlsx,Pdcd6ip,Female
1227.0329375,0.6556725000000001,0.4295974879609374,0.0023525000000000074,0.16171249999999998,3.3915187694349322,0.17513875,0.20217875000000002,0.0916225,0.15218375,0.26675999999999994,14.4875,0.86915,0.0015487499999999738,4.413062544587782,Average ,,1321.5660625,1.52637125,Piezo2_E01.xlsx,Piezo2,Female
1212.0678375,0.675935,0.42052877167811675,0.00255625000000001,0.163625,3.502488710092084,0.192645,0.21550375000000002,0.10035874999999998,0.15654374999999998,0.2930075,14.62875,0.9320325000000002,0.0017375000000000168,4.536471204078437,Average ,,1306.3200749999996,1.609705,Plod2_E01.xlsx,Plod2,Female
1179.7784375,0.6883250000000001,0.4277398005324391,0.0020287500000000097,0.16390000000000002,3.5108323613980614,0.19818375,0.22070375,0.100185,0.16298625,0.29836625,14.627142857142857,0.9206800000000002,0.0014000000000000262,4.545081487741696,Average ,,1264.6423625,1.6104049999999999,Ppfia1_E01.xlsx,Ppfia1,Female
1180.1823333333334,0.6928399999999999,0.42138768017559824,0.0018999999999999944,0.1623666666666667,3.577707691859756,0.20433833333333332,0.22324500000000003,0.10353833333333333,0.16784166666666667,0.30787833333333336,14.813333333333334,0.9508383333333333,0.0013250000000000022,4.602861865693291,Average ,,1263.1525333333334,1.6450033333333332,Rab10_E01.xlsx,Rab10,Female
1223.31775,0.6675962499999999,0.4328807908564074,0.002427499999999999,0.16712500000000002,3.4173441402688054,0.18739,0.2056675,0.09120249999999999,0.1514425,0.2785925,14.663333333333334,0.87266875,0.0016237500000000071,4.4716607180393915,Average ,,1317.0484125,1.54188875,Rbpj_E01.xlsx,Rbpj,Female
1212.3887750000001,0.7146325000000001,0.4181658421359762,0.002322500000000005,0.16588749999999997,3.6564439147490515,0.22337999999999997,0.23612374999999997,0.10994125,0.17549125000000002,0.333325,14.65875,0.993525,0.0016662500000000358,4.705339660135755,Average ,,1301.4252999999999,1.7098237499999998,Robo1_E01.xlsx,Robo1,Female
1253.4566375,0.6827912500000001,0.4323222100447229,0.002757499999999996,0.16635,3.452214700468195,0.19047500000000003,0.21298999999999998,0.099045,0.16062,0.28951875,14.331428571428573,0.8959937499999999,0.001889999999999975,4.50375242846292,Average ,,1349.7390125,1.5806749999999998,Satb1_E01.xlsx,Satb1,Female
1204.099775,0.658235,0.42621583110306893,0.0023849999999999844,0.1602875,3.432686387180583,0.17784375,0.20392500000000002,0.094185,0.15610500000000002,0.27202875000000004,14.532499999999999,0.8841399999999999,0.0015762500000000013,4.445580412127567,Average ,,1297.0280625,1.5439512499999999,Slain2_E01.xlsx,Slain2,Female
1202.9523124999998,0.6622224999999999,0.4346327775646772,0.0019887499999999975,0.16385,3.3767818517450268,0.1763325,0.2021575,0.09307500000000002,0.152715,0.26940875,14.385,0.86156125,0.0013137499999999885,4.410897182716482,Average ,,1290.8815375,1.5250975000000002,Slbp_E01.xlsx,Slbp,Female
1233.2998375000002,0.6780187500000001,0.4512198867965244,0.0023325000000000012,0.17145,3.296474385970601,0.17526499999999998,0.20342250000000003,0.09297124999999999,0.15230999999999997,0.26823874999999997,14.59,0.8230924999999998,0.0015862499999999835,4.378907689638669,Average ,,1325.6744625000001,1.5026975,Slmap_E01.xlsx,Slmap,Female
1204.49295,0.7034499999999999,0.43375786028518365,0.0021275000000000044,0.1661375,3.504709855871369,0.20111124999999996,0.22493249999999998,0.10417375,0.1676475,0.30528374999999996,14.844285714285714,0.91769875,0.0015062500000000006,4.555347447773848,Average ,,1289.4692624999998,1.622655,Smg6_E01.xlsx,Smg6,Female
1237.0391124999999,0.6849287500000001,0.43423044852732745,0.0025075000000000236,0.1676,3.4356621516154933,0.18834125,0.21403375,0.099815,0.16026749999999998,0.28815624999999995,14.696666666666667,0.89263625,0.0017212499999999936,4.493970289463104,Average ,,1331.7006375,1.5792862499999998,Spc25_E01.xlsx,Spc25,Female
1213.536225,0.663115,0.4411750304779481,0.002273750000000005,0.167475,3.3105665694471926,0.17019125,0.19942,0.093395,0.1526175,0.26358624999999997,14.55125,0.8394424999999999,0.0015099999999999975,4.366637379233414,Average ,,1302.8777125000001,1.5040675000000001,Stt3b_E02.xlsx,Stt3b,Female
1232.5535875,0.6566025,0.42537114194823766,0.0027987500000000165,0.16032499999999997,3.430615452456074,0.17899874999999998,0.2035575,0.09402999999999999,0.15600999999999998,0.27303124999999995,14.393749999999999,0.88605625,0.0018487499999999962,4.442106131117436,Average ,,1330.1840375,1.5445075000000001,Tctn3_E01.xlsx,Tctn3,Female
1197.5199499999999,0.70285,0.43034829564139415,0.0024100000000000094,0.1688,3.502274494895471,0.19727750000000002,0.22095749999999997,0.1076925,0.17088625,0.30497124999999997,14.780000000000001,0.92859625,0.0017075000000000146,4.569879758922996,Average ,,1282.4801625,1.6331537500000002,Tgfbr3_E01.xlsx,Tgfbr3,Female
1221.5994000000003,0.6708185714285714,0.41970400991049256,0.002721428571428573,0.16178571428571428,3.506164397727896,0.19077285714285713,0.2131985714285714,0.09844142857142857,0.15902285714285713,0.28921571428571424,14.643749999999999,0.9254542857142857,0.001821428571428561,4.526305813072833,Average ,,1317.4955142857143,1.5980942857142857,Thsd4_E01.xlsx,Thsd4,Female
1209.5803375,0.671005,0.4271852566491839,0.0021512500000000073,0.161775,3.4655411698940823,0.1869225,0.2095375,0.09716,0.158505,0.2840825,,0.89960625,0.0014425000000000132,4.486613177796747,Average ,,1298.9137375,1.57205375,Tm2d3_E01.xlsx,Tm2d3,Female
1198.8037875000002,0.6582412499999999,0.4264018482401989,0.0020375000000000115,0.1617375,3.424922372475735,0.17760750000000003,0.20063374999999997,0.09463375,0.15417125,0.2722425,14.46875,0.8847125000000001,0.0013462500000000072,4.445087043990539,Average ,,1288.57055,1.5443000000000002,Tmco1_E01.xlsx,Tmco1,Female
1251.193825,0.6756237500000001,0.4428895939847163,0.002551250000000005,0.16817500000000002,3.3516849769111072,0.17769750000000004,0.20418750000000002,0.09552250000000001,0.15756124999999999,0.27321875,14.5875,0.8504600000000001,0.0017262500000000264,4.4134282241779,Average ,,1346.9145,1.5278100000000001,Tnnc1_E01.xlsx,Tnnc1,Female
1227.5545124999999,0.700235,0.4350227723803045,0.0021274999999999905,0.16881249999999998,3.492260336594444,0.20399,0.22351875,0.10073125,0.16561625000000002,0.3047225,14.54625,0.9099825000000001,0.0014949999999999825,4.558684959933358,Average ,,1317.0163375000002,1.6117124999999999,Twist2_E01.xlsx,Twist2,Female
1245.7694374999999,0.63783875,0.4257618719506842,0.00245999999999999,0.15921249999999998,3.3658906082117634,0.16409875000000004,0.19071999999999997,0.09075625,0.14976125,0.25485625,14.354999999999999,0.8591475,0.0015687500000000076,4.371101701713754,Average ,,1347.6366875,1.498555,Xylt1_E01.xlsx,Xylt1,Female
1193.555975,0.6569575,0.419678317381826,0.002043749999999997,0.1605625,3.447238185807989,0.17876999999999998,0.20443875,0.09724624999999999,0.15505,0.27601749999999997,14.6425,0.9072425,0.0013475000000000292,4.461298450852355,Average ,,1281.5734499999999,1.5655475,Zfp706_E01.xlsx,Zfp706,Female
